"",0.300
217.4583,2.6244E+002
217.5000,2.6437E+002
217.5417,2.4290E+002
217.5833,2.4743E+002
217.6250,2.5577E+002
217.6667,2.4162E+002
217.7083,2.6202E+002
217.7500,4.1662E+002
217.7917,4.0153E+002
217.8333,3.9159E+002
217.8750,3.8206E+002
217.9167,3.7509E+002
217.9583,3.6839E+002
218.0000,3.6534E+002
218.0417,3.6250E+002
218.0833,3.6025E+002
218.1250,3.5892E+002
218.1667,3.5612E+002
218.2083,3.5432E+002
218.2500,3.5360E+002
218.2917,3.5452E+002
218.3333,3.5832E+002
218.3750,3.7134E+002
218.4167,4.0105E+002
218.4583,2.7561E+002
218.5000,2.6955E+002
218.5417,2.5800E+002
218.5833,2.5426E+002
218.6250,2.6606E+002
218.6667,2.6933E+002
218.7083,2.9860E+002
218.7500,4.3253E+002
218.7917,4.1873E+002
218.8333,4.0911E+002
218.8750,3.9753E+002
218.9167,3.9084E+002
218.9583,3.8557E+002
219.0000,3.8143E+002
219.0417,3.7842E+002
219.0833,3.7545E+002
219.1250,3.7425E+002
219.1667,3.7252E+002
219.2083,3.7051E+002
219.2500,3.6881E+002
219.2917,3.7017E+002
219.3333,3.7370E+002
219.3750,3.8392E+002
219.4167,4.1604E+002
219.4583,2.9763E+002
219.5000,2.9405E+002
219.5417,2.6108E+002
219.5833,2.6751E+002
219.6250,2.6303E+002
219.6667,2.8853E+002
219.7083,2.6208E+002
219.7500,4.4605E+002
219.7917,4.3319E+002
219.8333,4.2042E+002
219.8750,4.1002E+002
219.9167,4.0383E+002
219.9583,3.9941E+002
220.0000,3.9544E+002
220.0417,3.9116E+002
220.0833,3.8889E+002
220.1250,3.8800E+002
220.1667,3.8590E+002
220.2083,3.8460E+002
220.2500,3.8296E+002
220.2917,3.8251E+002
220.3333,3.8570E+002
220.3750,3.9453E+002
220.4167,4.2055E+002
220.4583,3.0668E+002
220.5000,3.0233E+002
220.5417,2.7427E+002
220.5833,2.7879E+002
220.6250,2.8158E+002
220.6667,2.7211E+002
220.7083,2.6603E+002
220.7500,4.4740E+002
220.7917,4.2344E+002
220.8333,4.1743E+002
220.8750,4.0917E+002
220.9167,4.0391E+002
220.9583,3.9892E+002
221.0000,3.9495E+002
221.0417,3.9030E+002
221.0833,3.8782E+002
221.1250,3.8554E+002
221.1667,3.8219E+002
221.2083,3.8240E+002
221.2500,3.8028E+002
