"",0.300
208.9167,-5.6335E+001
208.9236,-6.5666E+001
208.9306,-5.7854E+001
208.9375,-5.6950E+001
208.9444,-5.7781E+001
208.9514,-5.8440E+001
208.9583,-6.6235E+001
208.9653,-5.8283E+001
208.9722,-5.8799E+001
208.9792,-5.8746E+001
208.9861,-5.8016E+001
208.9931,-6.1695E+001
209.0000,-6.7060E+001
209.0069,-7.0836E+001
209.0139,-7.1273E+001
209.0208,-7.8088E+001
209.0278,-6.7157E+001
209.0347,-6.2470E+001
209.0417,-5.8366E+001
209.0486,-5.6982E+001
209.0556,-5.6969E+001
209.0625,-5.9838E+001
209.0694,-5.6225E+001
209.0764,-6.4426E+001
209.0833,-6.5429E+001
209.0903,-6.9489E+001
209.0972,-7.4303E+001
209.1042,-5.5362E+001
209.1111,-5.3731E+001
209.1181,-5.5652E+001
209.1250,-6.5210E+001
209.1319,-6.0776E+001
209.1389,-6.0232E+001
209.1458,-5.8185E+001
209.1528,-5.8813E+001
209.1597,-5.8316E+001
209.1667,-4.6725E+001
209.1736,-4.5987E+001
209.1806,-4.6176E+001
209.1875,-5.3741E+001
209.1944,-5.7833E+001
209.2014,-5.7888E+001
209.2083,-5.5800E+001
209.2153,-7.1356E+001
209.2222,-5.6826E+001
209.2292,-5.5048E+001
209.2361,-4.7630E+001
209.2431,-4.4085E+001
209.2500,-5.1279E+001
209.2569,-4.6552E+001
209.2639,-5.1601E+001
209.2708,-5.0143E+001
209.2778,-4.6251E+001
209.2847,-3.8623E+001
209.2917,-3.7302E+001
209.2986,-4.3569E+001
209.3056,-2.9468E+001
209.3125,-3.0657E+001
209.3194,-2.3630E+001
209.3264,-1.9790E+001
209.3333,-2.1074E+001
209.3403,-9.3572E+000
209.3472,-1.0290E+001
209.3542,-1.1273E+001
209.3611,-1.1195E+001
209.3681,-6.6220E-010
209.3750,-2.6402E+001
209.3819,-4.6086E+001
209.3889,-6.4522E+001
209.3958,-5.6005E+001
209.4028,-4.0503E+001
209.4097,-3.8699E+001
209.4167,-3.8788E+001
209.4236,-3.1506E+001
209.4306,-2.5138E+001
209.4375,-2.8541E+001
209.4444,-1.2117E+001
209.4514,-3.0171E+001
209.4583,-3.5908E+001
209.4653,-1.2770E+001
209.4722,-2.3185E+001
209.4792,-2.6889E+001
209.4861,-4.8764E+001
209.4931,-4.3415E+001
209.5000,-4.3085E+001
