"",0.300
444.4410,1.0837E+000
445.4410,1.8748E+001
446.4410,1.0601E+001
447.4410,3.7935E+001
448.4410,8.2357E+001
449.4410,6.9433E+001
450.4410,6.0709E+001
451.4410,2.8400E+001
452.4410,4.6617E+001
453.4410,3.1834E+001
454.4410,0.0000E+000
455.4410,0.0000E+000
456.4410,3.1459E+001
457.4410,-1.4548E+001
458.4410,1.9781E+000
459.4410,2.6708E+001
460.4410,7.3267E+000
461.4410,-2.6535E+000
462.4410,-1.4992E+000
463.4410,7.3111E+000
464.4410,5.2020E+001
465.4410,1.1598E+001
466.4410,3.3879E+001
467.4410,-1.8288E+001
468.4410,1.4018E+001
469.4410,5.1295E+000
470.4410,2.0477E+001
471.4410,1.6513E+001
472.4410,4.9498E+001
473.4410,4.2698E+001
474.4410,9.0223E+000
475.4410,4.7462E+001
476.4410,7.4108E+001
477.4410,2.7542E+000
478.4410,5.7753E+001
479.4410,4.6642E+001
480.4410,5.7002E+001
481.4410,3.0404E+001
482.4410,2.6884E+001
483.4410,8.8250E+001
484.4410,5.3988E+000
485.4410,-1.1615E+000
486.4410,2.5340E+001
487.4410,1.7333E+001
488.4410,3.4620E+001
489.4410,3.6364E+001
490.4410,-2.4427E+000
491.4410,-3.2469E+000
492.4410,1.9765E+001
493.4410,4.6152E+001
494.4410,8.5476E+001
495.4410,1.3621E+001
496.4410,-3.1670E+000
497.4410,-4.4923E+000
498.4410,2.5733E+001
499.4410,2.9915E+001
500.4410,-5.5946E-003
501.4410,8.2651E+000
502.4410,-9.7193E+000
503.4410,-2.6108E+000
504.4410,4.2608E+000
505.4410,7.0829E+000
506.4410,2.7599E+001
507.4410,1.5648E+001
508.4410,2.7178E+000
509.4410,7.6210E+000
510.4410,-1.9531E+001
511.4410,-4.8185E+000
512.4410,7.5049E+000
513.4410,9.3724E-001
514.4410,4.4454E+001
515.4410,5.1712E+001
516.4410,4.6554E+001
517.4410,4.4840E+001
518.4410,6.5498E+001
519.4410,9.7293E+000
520.4410,6.7634E+000
521.4410,-2.9884E+000
522.4410,-1.8783E+001
523.4410,-2.4468E+000
524.4410,1.3412E+001
525.4410,0.0000E+000
526.4410,3.0420E+001
527.4410,2.5815E+001
528.4410,8.1869E-001
529.4410,1.1033E+001
530.4410,3.8226E+001
531.4410,5.3127E+000
532.4410,5.7949E+001
533.4410,2.8244E+001
534.4410,0.0000E+000
535.4410,0.0000E+000
536.4410,1.0075E-001
537.4410,1.2149E+000
