"",-1.000,-0.950,-0.900,-0.850,-0.800,-0.750,-0.700,-0.650,-0.600,-0.550,-0.500,-0.450,-0.400,-0.350,-0.300,-0.250,-0.200,-0.150,-0.100,-0.050,0.000
204.8333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8376E-009,9.8559E-009,1.4733E-008,1.9666E-008,2.4948E-008,0.0000E+000
204.8750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2256E-008,2.0423E-008,2.6636E-008,3.1894E-008,3.6551E-008,0.0000E+000
204.9167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2112E-008,2.1503E-008,2.8562E-008,3.3761E-008,3.7501E-008,0.0000E+000
204.9583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5848E-009,1.8427E-008,2.6994E-008,3.5606E-008,4.3087E-008,0.0000E+000
205.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4677E-008,2.8417E-008,4.1993E-008,5.5703E-008,7.0190E-008,0.0000E+000
205.0417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0507E-009,1.0743E-008,1.6080E-008,2.0456E-008,2.3695E-008,0.0000E+000
205.0833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5981E-009,8.7063E-009,1.2816E-008,1.8128E-008,2.3266E-008,0.0000E+000
205.1250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5201E-008,2.9142E-008,5.4622E-008,5.3646E-008,4.3461E-008,0.0000E+000
205.1667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7316E-009,5.9230E-009,8.8595E-009,1.1677E-008,1.4874E-008,0.0000E+000
205.2083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2644E-008,2.6867E-008,5.0128E-008,1.0805E-007,1.6634E-007,0.0000E+000
205.2500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2339E-008,8.3116E-008,3.8202E-008,3.4811E-008,2.8721E-008,0.0000E+000
205.2917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8559E-006,6.5016E-008,4.0546E-008,3.4141E-008,3.1062E-008,0.0000E+000
205.3333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1355E-010,2.2383E-011,3.2420E-009,6.3812E-008,9.4661E-008,0.0000E+000
205.3750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.4599E-011,-3.0083E-011,-4.6195E-011,-1.4139E-010,-9.9956E-010,0.0000E+000
205.4167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.1960E-010,-1.3775E-010,-1.9886E-010,-9.2687E-010,-6.2609E-009,0.0000E+000
205.4583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.4599E-009,-1.2224E-008,-1.9283E-008,-3.6751E-008,-6.6821E-008,0.0000E+000
205.5000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.6328E-009,-1.0384E-008,-1.6558E-008,-2.1179E-008,-2.2932E-008,-1.6156E-027
205.5417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1863E-008,-2.2239E-008,-3.4036E-008,-4.7891E-008,-5.9513E-008,0.0000E+000
205.5833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.6056E-008,-3.8087E-008,-5.1277E-008,-6.3279E-008,-7.4505E-008,0.0000E+000
205.6250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.0121E-008,-5.6043E-008,-7.4854E-008,-9.2614E-008,-1.0964E-007,0.0000E+000
