"",-1.000,-0.950,-0.900,-0.850,-0.800,-0.750,-0.700,-0.650,-0.600,-0.550,-0.500,-0.450,-0.400,-0.350,-0.300,-0.250,-0.200,-0.150,-0.100,-0.050,0.000
203.3819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9308E-007,5.2824E-007,3.7584E-007,3.2780E-007,3.3713E-007,3.4489E-007
203.3889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4103E-006,8.1526E-007,5.9112E-007,5.0794E-007,4.9825E-007,5.1265E-007
203.3958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2255E-006,1.3552E-006,9.9031E-007,8.3429E-007,7.9690E-007,8.2857E-007
203.4028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6947E-006,2.2849E-006,1.6783E-006,1.4091E-006,1.3393E-006,1.4037E-006
203.4097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0671E-006,2.2136E-006,1.4900E-006,1.1893E-006,1.1364E-006,1.2276E-006
203.4167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4627E-006,1.8698E-006,1.2936E-006,1.0704E-006,1.0394E-006,1.0857E-006
203.4236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6710E-006,2.0448E-006,1.4055E-006,1.1371E-006,1.0763E-006,1.1252E-006
203.4306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0179E-006,2.2881E-006,1.5816E-006,1.2688E-006,1.1862E-006,1.2440E-006
203.4375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.8247E-006,2.0729E-006,1.3880E-006,1.0930E-006,1.0239E-006,1.0927E-006
203.4444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.4006E-006,4.0560E-006,3.1422E-006,2.8110E-006,2.7932E-006,2.8411E-006
203.4514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.0621E-006,5.4278E-006,4.0240E-006,3.4926E-006,3.4541E-006,3.7163E-006
203.4583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1859E-005,7.1137E-006,5.1346E-006,4.2636E-006,4.0618E-006,4.2266E-006
203.4653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9184E-005,1.1992E-005,8.9440E-006,7.5995E-006,7.2538E-006,7.5096E-006
