Results from FLAKE simulations.
 No     time         Ts            Tm            Tb            ufr_a         ufr_w         Wconv         Qw            Q_se          Q_la          I_w           Q_lwa         Q_lww         h_ML          C_T           H_B1          T_B1          Qbot          H_ice         H_snow        T_ice         T_snow   
     7841   54.4514       10.3079       10.3079       10.3079       0.00000      0.101978E-03  0.807520E-03  -11.2853      0.145326      0.132007       243.229       0.00000      -362.387      0.227700      0.500000       5.00000       4.00000       1.37764       0.00000       0.00000       0.00000       0.00000    
     7842   54.4583       10.3304       10.3304       10.3304       0.00000      0.116202E-03  0.115367E-02  -30.9004      0.163690      0.124084       452.374       0.00000      -362.502      0.227700      0.500000       5.00000       4.00000       1.38257       0.00000       0.00000       0.00000       0.00000    
     7843   54.4653       10.3669       10.3669       10.3669       0.00000      0.111682E-03  0.115538E-02  -31.0060      0.174062      0.131620       471.387       0.00000      -362.689      0.227700      0.500000       5.00000       4.00000       1.39054       0.00000       0.00000       0.00000       0.00000    
     7844   54.4722       10.4058       10.4058       10.4058       0.00000      0.106972E-03  0.115616E-02  -31.0370      0.184398      0.138767       490.400       0.00000      -362.888      0.227700      0.500000       5.00000       4.00000       1.39902       0.00000       0.00000       0.00000       0.00000    
     7845   54.4792       10.4470       10.4470       10.4470       0.00000      0.102046E-03  0.115594E-02  -30.9879      0.194697      0.145479       509.413       0.00000      -363.099      0.227700      0.500000       5.00000       4.00000       1.40802       0.00000       0.00000       0.00000       0.00000    
     7846   54.4861       10.4906       10.4906       10.4906       0.00000      0.102534E-03  0.115984E-02  -31.1541      0.199374      0.147872       519.363       0.00000      -363.322      0.227700      0.500000       5.00000       4.00000       1.41754       0.00000       0.00000       0.00000       0.00000    
     7847   54.4931       10.5353       10.5353       10.5353       0.00000      0.106765E-03  0.116936E-02  -31.7988      0.207680      0.145982       540.598       0.00000      -363.551      0.227700      0.500000       5.00000       4.00000       1.42731       0.00000       0.00000       0.00000       0.00000    
     7848   54.5000       10.5823       10.5823       10.5823       0.00000      0.112376E-03  0.101202E-02  -21.8803      0.209871      0.142623       538.197       0.00000      -363.792      0.227700      0.500000       5.00000       4.00000       1.43757       0.00000       0.00000       0.00000       0.00000    
     7849   54.5069       10.6352       10.6352       10.6352       0.00000      0.125185E-03  0.102061E-02  -22.2423      0.211990      0.147018       544.792       0.00000      -364.063      0.227700      0.500000       5.00000       4.00000       1.44912       0.00000       0.00000       0.00000       0.00000    
     7850   54.5139       10.6887       10.6887       10.6887       0.00000      0.118155E-03  0.100368E-02  -21.1248      0.210401      0.145851       532.753       0.00000      -364.338      0.227700      0.500000       5.00000       4.00000       1.46081       0.00000       0.00000       0.00000       0.00000    
     7851   54.5208       10.7414       10.7414       10.7414       0.00000      0.121762E-03  0.106640E-02  -24.5914      0.211591      0.147359       560.225       0.00000      -364.609      0.227700      0.500000       5.00000       4.00000       1.47231       0.00000       0.00000       0.00000       0.00000    
     7852   54.5278       10.7953       10.7953       10.7953       0.00000      0.118996E-03  0.106628E-02  -24.4365      0.212911      0.145202       562.043       0.00000      -364.886      0.227700      0.500000       5.00000       4.00000       1.48409       0.00000       0.00000       0.00000       0.00000    
     7853   54.5347       10.8496       10.8496       10.8496       0.00000      0.123699E-03  0.113840E-02  -28.8923      0.213740      0.144198       596.413       0.00000      -365.165      0.227700      0.500000       5.00000       4.00000       1.49594       0.00000       0.00000       0.00000       0.00000    
     7854   54.5417       10.9053       10.9053       10.9053       0.00000      0.117842E-03  0.104807E-02  -23.1966      0.216085      0.147701       573.611       0.00000      -365.452      0.227700      0.500000       5.00000       4.00000       1.50813       0.00000       0.00000       0.00000       0.00000    
     7855   54.5486       10.9618       10.9618       10.9618       0.00000      0.115515E-03  0.104872E-02  -23.1452      0.220186      0.149249       582.575       0.00000      -365.742      0.227700      0.500000       5.00000       4.00000       1.52046       0.00000       0.00000       0.00000       0.00000    
     7856   54.5556       11.0194       11.0194       11.0194       0.00000      0.114132E-03  0.106209E-02  -23.7743      0.221343      0.142074       590.714       0.00000      -366.039      0.227700      0.500000       5.00000       4.00000       1.53305       0.00000       0.00000       0.00000       0.00000    
     7857   54.5625       11.0777       11.0777       11.0777       0.00000      0.117414E-03  0.102770E-02  -21.7329      0.223689      0.141114       580.642       0.00000      -366.339      0.227700      0.500000       5.00000       4.00000       1.54577       0.00000       0.00000       0.00000       0.00000    
     7858   54.5694       11.1359       11.1359       11.1359       0.00000      0.111954E-03  0.108553E-02  -24.8839      0.225631      0.144240       608.821       0.00000      -366.640      0.227700      0.500000       5.00000       4.00000       1.55849       0.00000       0.00000       0.00000       0.00000    
     7859   54.5764       11.1957       11.1957       11.1957       0.00000      0.117582E-03  0.105972E-02  -23.2773      0.229099      0.146322       604.567       0.00000      -366.949      0.227700      0.500000       5.00000       4.00000       1.57155       0.00000       0.00000       0.00000       0.00000    
     7860   54.5833       11.2560       11.2560       11.2560       0.00000      0.117560E-03  0.109943E-02  -25.3009      0.230362      0.141894       605.302       0.00000      -367.260      0.227700      0.500000       5.00000       4.00000       1.58471       0.00000       0.00000       0.00000       0.00000    
     7861   54.5903       11.3151       11.3151       11.3151       0.00000      0.118753E-03  0.108074E-02  -24.1034      0.234242      0.139813       605.942       0.00000      -367.565      0.227700      0.500000       5.00000       4.00000       1.59762       0.00000       0.00000       0.00000       0.00000    
     7862   54.5972       11.3750       11.3750       11.3750       0.00000      0.114374E-03  0.103589E-02  -21.4910      0.235078      0.137889       588.166       0.00000      -367.875      0.227700      0.500000       5.00000       4.00000       1.61070       0.00000       0.00000       0.00000       0.00000    
     7863   54.6042       11.4343       11.4343       11.4343       0.00000      0.108643E-03  0.105968E-02  -22.6319      0.235774      0.132796       598.873       0.00000      -368.182      0.227700      0.500000       5.00000       4.00000       1.62365       0.00000       0.00000       0.00000       0.00000    
     7864   54.6111       11.4942       11.4942       11.4942       0.00000      0.935044E-04  0.100205E-02  -19.5698      0.237955      0.128702       581.217       0.00000      -368.492      0.227700      0.500000       5.00000       4.00000       1.63674       0.00000       0.00000       0.00000       0.00000    
     7865   54.6181       11.5539       11.5539       11.5539       0.00000      0.905166E-04  0.929990E-03  -16.2324      0.238134      0.121235       556.667       0.00000      -368.801      0.227700      0.500000       5.00000       4.00000       1.64977       0.00000       0.00000       0.00000       0.00000    
     7866   54.6250       11.6125       11.6125       11.6125       0.00000      0.923533E-04  0.104781E-02  -21.0404      0.234897      0.108807       521.292       0.00000      -369.105      0.227700      0.500000       5.00000       4.00000       1.66257       0.00000       0.00000       0.00000       0.00000    
     7867   54.6319       11.6637       11.6637       11.6637       0.00000      0.811056E-04  0.110001E-02  -23.6922      0.232279      0.108510       533.149       0.00000      -369.370      0.227700      0.500000       5.00000       4.00000       1.67375       0.00000       0.00000       0.00000       0.00000    
     7868   54.6389       11.7147       11.7147       11.7147       0.00000      0.890247E-04  0.105103E-02  -20.9162      0.231399      0.915003E-01   513.994       0.00000      -369.634      0.227700      0.500000       5.00000       4.00000       1.68488       0.00000       0.00000       0.00000       0.00000    
     7869   54.6458       11.7650       11.7650       11.7650       0.00000      0.798998E-04  0.100778E-02  -18.5843      0.225743      0.876188E-01   485.793       0.00000      -369.896      0.227700      0.500000       5.00000       4.00000       1.69587       0.00000       0.00000       0.00000       0.00000    
     7870   54.6528       11.8132       11.8132       11.8132       0.00000      0.788466E-04  0.983824E-03  -17.3190      0.221288      0.872012E-01   467.363       0.00000      -370.146      0.227700      0.500000       5.00000       4.00000       1.70640       0.00000       0.00000       0.00000       0.00000    
     7871   54.6597       11.8599       11.8599       11.8599       0.00000      0.859452E-04  0.102449E-02  -19.0812      0.219921      0.847336E-01   476.231       0.00000      -370.389      0.227700      0.500000       5.00000       4.00000       1.71660       0.00000       0.00000       0.00000       0.00000    
     7872   54.6667       11.9066       11.9066       11.9066       0.00000      0.754521E-04  0.125858E-02  -31.9580      0.214806      0.748664E-01   445.705       0.00000      -370.632      0.227700      0.500000       5.00000       4.00000       1.72681       0.00000       0.00000       0.00000       0.00000    
     7873   54.6736       11.9414       11.9414       11.9414       0.00000      0.854849E-04   0.00000      -1.38272      0.208088      0.665953E-01   270.118       0.00000      -370.813      0.227700      0.500000       5.00000       4.00000       1.73440       0.00000       0.00000       0.00000       0.00000    
     7874   54.6806       11.9734       11.9734       11.9734       0.00000      0.745429E-04   0.00000       16.4944      0.196871      0.730949E-01   132.475       0.00000      -370.979      0.227700      0.500000       5.00000       4.00000       1.74138       0.00000       0.00000       0.00000       0.00000    
     7875   54.6875       11.9992       11.9992       11.9992       0.00000      0.726443E-04   0.00000       13.5896      0.187476      0.752344E-01   159.781       0.00000      -371.114      0.227700      0.500000       5.00000       4.00000       1.74703       0.00000       0.00000       0.00000       0.00000    
     7876   54.6944       12.0267       12.0267       12.0267       0.00000      0.258987E-04   0.00000       10.4379      0.173976      0.871891E-01   44.9422       0.00000      -371.257      0.227700      0.500000       5.00000       4.00000       1.75303       0.00000       0.00000       0.00000       0.00000    
     7877   54.7014       12.0378       12.0378       12.0378       0.00000      0.574836E-04   0.00000       8.52253      0.166687      0.914450E-01   40.6456       0.00000      -371.315      0.227700      0.500000       5.00000       4.00000       1.75546       0.00000       0.00000       0.00000       0.00000    
     7878   54.7083       12.0471       12.0471       12.0471       0.00000      0.433267E-04   0.00000       5.02605      0.153298      0.981326E-01   37.7366       0.00000      -371.363      0.227700      0.500000       5.00000       4.00000       1.75750       0.00000       0.00000       0.00000       0.00000    
     7879   54.7153       12.0539       12.0539       12.0539       0.00000      0.338307E-04   0.00000       2.08260      0.142028      0.956516E-01   30.7337       0.00000      -371.399      0.227700      0.500000       5.00000       4.00000       1.75898       0.00000       0.00000       0.00000       0.00000    
     7880   54.7222       12.0580       12.0580       12.0580       0.00000      0.359714E-04  0.185226E-03 -0.302041      0.132864      0.955089E-01   28.5845       0.00000      -371.420      0.227700      0.500000       5.00000       4.00000       1.75987       0.00000       0.00000       0.00000       0.00000    
     7881   54.7292       12.0603       12.0603       12.0603       0.00000      0.396581E-04  0.484338E-03  -1.82418      0.126990      0.994777E-01   29.9674       0.00000      -371.432      0.227700      0.500000       5.00000       4.00000       1.76037       0.00000       0.00000       0.00000       0.00000    
     7882   54.7361       12.0618       12.0618       12.0618       0.00000      0.439726E-04  0.592656E-03  -3.14267      0.121905      0.997571E-01   28.1344       0.00000      -371.440      0.227700      0.500000       5.00000       4.00000       1.76070       0.00000       0.00000       0.00000       0.00000    
     7883   54.7431       12.0622       12.0622       12.0622       0.00000      0.381829E-04  0.686855E-03  -4.74602      0.115707      0.999669E-01   24.1884       0.00000      -371.442      0.227700      0.500000       5.00000       4.00000       1.76080       0.00000       0.00000       0.00000       0.00000    
     7884   54.7500       12.0612       12.0612       12.0612       0.00000      0.488235E-04  0.741169E-03  -5.92437      0.111155      0.958061E-01   25.0551       0.00000      -371.436      0.227700      0.500000       5.00000       4.00000       1.76057       0.00000       0.00000       0.00000       0.00000    
     7885   54.7569       12.0595       12.0595       12.0595       0.00000      0.151535E-04  0.817105E-03  -7.86496      0.103321      0.986330E-01   23.4955       0.00000      -371.428      0.227700      0.500000       5.00000       4.00000       1.76020       0.00000       0.00000       0.00000       0.00000    
     7886   54.7639       12.0564       12.0564       12.0564       0.00000      0.149721E-04  0.871895E-03  -9.47913      0.964596E-01  0.929428E-01   17.7872       0.00000      -371.412      0.227700      0.500000       5.00000       4.00000       1.75953       0.00000       0.00000       0.00000       0.00000    
     7887   54.7708       12.0516       12.0516       12.0516       0.00000      -0.00000      0.907550E-03  -10.6575      0.914220E-01  0.902699E-01   14.8000       0.00000      -371.387      0.227700      0.500000       5.00000       4.00000       1.75847       0.00000       0.00000       0.00000       0.00000    
     7888   54.7778       12.0457       12.0457       12.0457       0.00000      -0.00000      0.900015E-03  -10.3810      0.925515E-01  0.893222E-01   11.6334       0.00000      -371.356      0.227700      0.500000       5.00000       4.00000       1.75718       0.00000       0.00000       0.00000       0.00000    
     7889   54.7847       12.0395       12.0395       12.0395       0.00000      -0.00000      0.915046E-03  -10.9056      0.902723E-01  0.887222E-01   10.5406       0.00000      -371.324      0.227700      0.500000       5.00000       4.00000       1.75583       0.00000       0.00000       0.00000       0.00000    
     7890   54.7917       12.0329       12.0329       12.0329       0.00000      -0.00000      0.948098E-03  -12.1133      0.850844E-01  0.880013E-01   8.07798       0.00000      -371.289      0.227700      0.500000       5.00000       4.00000       1.75439       0.00000       0.00000       0.00000       0.00000    
     7891   54.7986       12.0252       12.0252       12.0252       0.00000      -0.00000      0.985375E-03  -13.5797      0.787960E-01  0.849266E-01   4.73184       0.00000      -371.249      0.227700      0.500000       5.00000       4.00000       1.75271       0.00000       0.00000       0.00000       0.00000    
     7892   54.8056       12.0162       12.0162       12.0162       0.00000      -0.00000      0.974999E-03  -13.1510      0.805455E-01  0.843937E-01   2.02926       0.00000      -371.202      0.227700      0.500000       5.00000       4.00000       1.75074       0.00000       0.00000       0.00000       0.00000    
     7893   54.8125       12.0071       12.0071       12.0071       0.00000      -0.00000      0.997401E-03  -14.0792      0.765328E-01  0.813020E-01  0.134850       0.00000      -371.155      0.227700      0.500000       5.00000       4.00000       1.74875       0.00000       0.00000       0.00000       0.00000    
     7894   54.8194       11.9972       11.9972       11.9972       0.00000      -0.00000      0.101228E-02  -14.7360      0.736730E-01  0.769231E-01   0.00000       0.00000      -371.103      0.227700      0.500000       5.00000       4.00000       1.74659       0.00000       0.00000       0.00000       0.00000    
     7895   54.8264       11.9868       11.9868       11.9868       0.00000      -0.00000      0.102065E-02  -15.1238      0.719474E-01  0.739749E-01   0.00000       0.00000      -371.049      0.227700      0.500000       5.00000       4.00000       1.74433       0.00000       0.00000       0.00000       0.00000    
     7896   54.8333       11.9763       11.9763       11.9763       0.00000      -0.00000      0.106327E-02  -17.1217      0.633862E-01  0.659879E-01   0.00000       0.00000      -370.994      0.227700      0.500000       5.00000       4.00000       1.74202       0.00000       0.00000       0.00000       0.00000    
     7897   54.8403       11.9644       11.9644       11.9644       0.00000      -0.00000      0.108043E-02  -17.9906      0.595844E-01  0.660336E-01   0.00000       0.00000      -370.933      0.227700      0.500000       5.00000       4.00000       1.73943       0.00000       0.00000       0.00000       0.00000    
     7898   54.8472       11.9520       11.9520       11.9520       0.00000      -0.00000      0.108133E-02  -18.0636      0.591757E-01  0.641059E-01   0.00000       0.00000      -370.868      0.227700      0.500000       5.00000       4.00000       1.73673       0.00000       0.00000       0.00000       0.00000    
     7899   54.8542       11.9396       11.9396       11.9396       0.00000      -0.00000      0.107432E-02  -17.7421      0.604474E-01  0.621072E-01   0.00000       0.00000      -370.804      0.227700      0.500000       5.00000       4.00000       1.73401       0.00000       0.00000       0.00000       0.00000    
     7900   54.8611       11.9274       11.9274       11.9274       0.00000      -0.00000      0.109484E-02  -18.8071      0.558304E-01  0.563098E-01   0.00000       0.00000      -370.740      0.227700      0.500000       5.00000       4.00000       1.73135       0.00000       0.00000       0.00000       0.00000    
     7901   54.8681       11.9145       11.9145       11.9145       0.00000      -0.00000      0.110621E-02  -19.4309      0.530633E-01  0.559055E-01   0.00000       0.00000      -370.673      0.227700      0.500000       5.00000       4.00000       1.72853       0.00000       0.00000       0.00000       0.00000    
     7902   54.8750       11.9012       11.9012       11.9012       0.00000      -0.00000      0.111998E-02  -20.1992      0.496963E-01  0.506918E-01   0.00000       0.00000      -370.604      0.227700      0.500000       5.00000       4.00000       1.72563       0.00000       0.00000       0.00000       0.00000    
     7903   54.8819       11.8875       11.8875       11.8875       0.00000      -0.00000      0.112381E-02  -20.4427      0.485398E-01  0.506435E-01   0.00000       0.00000      -370.532      0.227700      0.500000       5.00000       4.00000       1.72263       0.00000       0.00000       0.00000       0.00000    
     7904   54.8889       11.8736       11.8736       11.8736       0.00000      -0.00000      0.111929E-02  -20.2326      0.493207E-01  0.495947E-01   0.00000       0.00000      -370.460      0.227700      0.500000       5.00000       4.00000       1.71959       0.00000       0.00000       0.00000       0.00000    
     7905   54.8958       11.8598       11.8598       11.8598       0.00000      -0.00000      0.112826E-02  -20.7593      0.469680E-01  0.467637E-01   0.00000       0.00000      -370.388      0.227700      0.500000       5.00000       4.00000       1.71658       0.00000       0.00000       0.00000       0.00000    
     7906   54.9028       11.8457       11.8457       11.8457       0.00000      -0.00000      0.112757E-02  -20.7580      0.468509E-01  0.471433E-01   0.00000       0.00000      -370.315      0.227700      0.500000       5.00000       4.00000       1.71350       0.00000       0.00000       0.00000       0.00000    
     7907   54.9097       11.8316       11.8316       11.8316       0.00000      -0.00000      0.112958E-02  -20.9069      0.461020E-01  0.453222E-01   0.00000       0.00000      -370.242      0.227700      0.500000       5.00000       4.00000       1.71042       0.00000       0.00000       0.00000       0.00000    
     7908   54.9167       11.8174       11.8174       11.8174       0.00000      -0.00000      0.114141E-02  -21.6097      0.430015E-01  0.405988E-01   0.00000       0.00000      -370.168      0.227700      0.500000       5.00000       4.00000       1.70732       0.00000       0.00000       0.00000       0.00000    
     7909   54.9236       11.8028       11.8028       11.8028       0.00000      -0.00000      0.115445E-02  -22.4009      0.395033E-01  0.394778E-01   0.00000       0.00000      -370.092      0.227700      0.500000       5.00000       4.00000       1.70413       0.00000       0.00000       0.00000       0.00000    
     7910   54.9306       11.7877       11.7877       11.7877       0.00000      -0.00000      0.115808E-02  -22.6567      0.382838E-01  0.387733E-01   0.00000       0.00000      -370.014      0.227700      0.500000       5.00000       4.00000       1.70083       0.00000       0.00000       0.00000       0.00000    
     7911   54.9375       11.7724       11.7724       11.7724       0.00000      -0.00000      0.115433E-02  -22.4813      0.388949E-01  0.401238E-01   0.00000       0.00000      -369.934      0.227700      0.500000       5.00000       4.00000       1.69749       0.00000       0.00000       0.00000       0.00000    
     7912   54.9444       11.7572       11.7572       11.7572       0.00000      -0.00000      0.115454E-02  -22.5369      0.385364E-01  0.377507E-01   0.00000       0.00000      -369.855      0.227700      0.500000       5.00000       4.00000       1.69418       0.00000       0.00000       0.00000       0.00000    
     7913   54.9514       11.7420       11.7420       11.7420       0.00000      -0.00000      0.117398E-02  -23.7410      0.332832E-01  0.328586E-01   0.00000       0.00000      -369.777      0.227700      0.500000       5.00000       4.00000       1.69086       0.00000       0.00000       0.00000       0.00000    
     7914   54.9583       11.7261       11.7261       11.7261       0.00000      -0.00000      0.116593E-02  -23.3043      0.349927E-01  0.371105E-01   0.00000       0.00000      -369.694      0.227700      0.500000       5.00000       4.00000       1.68737       0.00000       0.00000       0.00000       0.00000    
     7915   54.9653       11.7104       11.7104       11.7104       0.00000      -0.00000      0.116400E-02  -23.2359      0.351519E-01  0.365042E-01   0.00000       0.00000      -369.612      0.227700      0.500000       5.00000       4.00000       1.68395       0.00000       0.00000       0.00000       0.00000    
     7916   54.9722       11.6947       11.6947       11.6947       0.00000      -0.00000      0.115919E-02  -22.9955      0.360368E-01  0.380801E-01   0.00000       0.00000      -369.531      0.227700      0.500000       5.00000       4.00000       1.68053       0.00000       0.00000       0.00000       0.00000    
     7917   54.9792       11.6793       11.6793       11.6793       0.00000      -0.00000      0.116106E-02  -23.1534      0.352384E-01  0.358528E-01   0.00000       0.00000      -369.451      0.227700      0.500000       5.00000       4.00000       1.67715       0.00000       0.00000       0.00000       0.00000    
     7918   54.9861       11.6637       11.6637       11.6637       0.00000      -0.00000      0.116177E-02  -23.2426      0.347236E-01  0.355357E-01   0.00000       0.00000      -369.370      0.227700      0.500000       5.00000       4.00000       1.67375       0.00000       0.00000       0.00000       0.00000    
     7919   54.9931       11.6481       11.6481       11.6481       0.00000      -0.00000      0.116717E-02  -23.6165      0.329988E-01  0.336092E-01   0.00000       0.00000      -369.289      0.227700      0.500000       5.00000       4.00000       1.67033       0.00000       0.00000       0.00000       0.00000    
     7920   55.0000       11.6322       11.6322       11.6322       0.00000      -0.00000      0.117889E-02  -24.3853      0.295953E-01  0.289592E-01   0.00000       0.00000      -369.207      0.227700      0.500000       5.00000       4.00000       1.66687       0.00000       0.00000       0.00000       0.00000    
     7921   55.0069       11.6158       11.6158       11.6158       0.00000      -0.00000      0.117767E-02  -24.3616      0.295480E-01  0.305423E-01   0.00000       0.00000      -369.122      0.227700      0.500000       5.00000       4.00000       1.66330       0.00000       0.00000       0.00000       0.00000    
     7922   55.0139       11.5995       11.5995       11.5995       0.00000      -0.00000      0.117979E-02  -24.5460      0.286258E-01  0.287710E-01   0.00000       0.00000      -369.037      0.227700      0.500000       5.00000       4.00000       1.65973       0.00000       0.00000       0.00000       0.00000    
     7923   55.0208       11.5831       11.5831       11.5831       0.00000      0.179768E-04  0.118352E-02  -24.8331      0.272611E-01  0.274474E-01   0.00000       0.00000      -368.952      0.227700      0.500000       5.00000       4.00000       1.65614       0.00000       0.00000       0.00000       0.00000    
     7924   55.0278       11.5665       11.5665       11.5665       0.00000      -0.00000      0.117940E-02  -24.6290      0.279844E-01  0.287513E-01   0.00000       0.00000      -368.866      0.227700      0.500000       5.00000       4.00000       1.65251       0.00000       0.00000       0.00000       0.00000    
     7925   55.0347       11.5500       11.5500       11.5500       0.00000      -0.00000      0.117975E-02  -24.7044      0.275217E-01  0.281083E-01   0.00000       0.00000      -368.780      0.227700      0.500000       5.00000       4.00000       1.64891       0.00000       0.00000       0.00000       0.00000    
     7926   55.0417       11.5334       11.5334       11.5334       0.00000      -0.00000      0.118110E-02  -24.8434      0.267904E-01  0.265412E-01   0.00000       0.00000      -368.695      0.227700      0.500000       5.00000       4.00000       1.64530       0.00000       0.00000       0.00000       0.00000    
     7927   55.0486       11.5168       11.5168       11.5168       0.00000      -0.00000      0.118911E-02  -25.4083      0.242431E-01  0.232900E-01   0.00000       0.00000      -368.609      0.227700      0.500000       5.00000       4.00000       1.64167       0.00000       0.00000       0.00000       0.00000    
     7928   55.0556       11.4998       11.4998       11.4998       0.00000      -0.00000      0.118914E-02  -25.4672      0.238405E-01  0.239851E-01   0.00000       0.00000      -368.521      0.227700      0.500000       5.00000       4.00000       1.63797       0.00000       0.00000       0.00000       0.00000    
     7929   55.0625       11.4828       11.4828       11.4828       0.00000      -0.00000      0.118285E-02  -25.1225      0.251614E-01  0.257282E-01   0.00000       0.00000      -368.433      0.227700      0.500000       5.00000       4.00000       1.63425       0.00000       0.00000       0.00000       0.00000    
     7930   55.0694       11.4660       11.4660       11.4660       0.00000      -0.00000      0.118165E-02  -25.1025      0.251063E-01  0.246815E-01   0.00000       0.00000      -368.346      0.227700      0.500000       5.00000       4.00000       1.63059       0.00000       0.00000       0.00000       0.00000    
     7931   55.0764       11.4493       11.4493       11.4493       0.00000      -0.00000      0.118336E-02  -25.2679      0.242567E-01  0.237457E-01   0.00000       0.00000      -368.259      0.227700      0.500000       5.00000       4.00000       1.62692       0.00000       0.00000       0.00000       0.00000    
     7932   55.0833       11.4324       11.4324       11.4324       0.00000      -0.00000      0.118832E-02  -25.6452      0.225062E-01  0.211273E-01   0.00000       0.00000      -368.172      0.227700      0.500000       5.00000       4.00000       1.62324       0.00000       0.00000       0.00000       0.00000    
     7933   55.0903       11.4153       11.4153       11.4153       0.00000      -0.00000      0.119162E-02  -25.9188      0.211896E-01  0.202737E-01   0.00000       0.00000      -368.083      0.227700      0.500000       5.00000       4.00000       1.61950       0.00000       0.00000       0.00000       0.00000    
     7934   55.0972       11.3980       11.3980       11.3980       0.00000      -0.00000      0.119526E-02  -26.2179      0.197674E-01  0.181216E-01   0.00000       0.00000      -367.994      0.227700      0.500000       5.00000       4.00000       1.61573       0.00000       0.00000       0.00000       0.00000    
     7935   55.1042       11.3806       11.3806       11.3806       0.00000      0.263157E-04  0.119384E-02  -26.1860      0.197480E-01  0.191915E-01   0.00000       0.00000      -367.903      0.227700      0.500000       5.00000       4.00000       1.61191       0.00000       0.00000       0.00000       0.00000    
     7936   55.1111       11.3631       11.3631       11.3631       0.00000      -0.00000      0.119167E-02  -26.1052      0.199438E-01  0.189944E-01   0.00000       0.00000      -367.813      0.227700      0.500000       5.00000       4.00000       1.60810       0.00000       0.00000       0.00000       0.00000    
     7937   55.1181       11.3457       11.3457       11.3457       0.00000      -0.00000      0.120044E-02  -26.7487      0.170547E-01  0.143282E-01   0.00000       0.00000      -367.723      0.227700      0.500000       5.00000       4.00000       1.60431       0.00000       0.00000       0.00000       0.00000    
     7938   55.1250       11.3279       11.3279       11.3279       0.00000      -0.00000      0.120582E-02  -27.1758      0.150730E-01  0.134057E-01   0.00000       0.00000      -367.631      0.227700      0.500000       5.00000       4.00000       1.60042       0.00000       0.00000       0.00000       0.00000    
     7939   55.1319       11.3099       11.3099       11.3099       0.00000      -0.00000      0.121042E-02  -27.5558      0.132967E-01  0.109813E-01   0.00000       0.00000      -367.538      0.227700      0.500000       5.00000       4.00000       1.59648       0.00000       0.00000       0.00000       0.00000    
     7940   55.1389       11.2916       11.2916       11.2916       0.00000      -0.00000      0.122354E-02  -28.5327      0.897726E-02  0.378225E-02   0.00000       0.00000      -367.444      0.227700      0.500000       5.00000       4.00000       1.59248       0.00000       0.00000       0.00000       0.00000    
     7941   55.1458       11.2727       11.2727       11.2727       0.00000      -0.00000      0.122717E-02  -28.8621      0.740033E-02  0.332164E-02   0.00000       0.00000      -367.346      0.227700      0.500000       5.00000       4.00000       1.58836       0.00000       0.00000       0.00000       0.00000    
     7942   55.1528       11.2536       11.2536       11.2536       0.00000      -0.00000      0.122588E-02  -28.8461      0.729449E-02  0.510802E-02   0.00000       0.00000      -367.247      0.227700      0.500000       5.00000       4.00000       1.58418       0.00000       0.00000       0.00000       0.00000    
     7943   55.1597       11.2345       11.2345       11.2345       0.00000      0.187843E-04  0.121677E-02  -28.2821      0.953298E-02  0.884820E-02   0.00000       0.00000      -367.149      0.227700      0.500000       5.00000       4.00000       1.58001       0.00000       0.00000       0.00000       0.00000    
     7944   55.1667       11.2158       11.2158       11.2158       0.00000      0.886681E-05  0.121193E-02  -28.0186      0.105003E-01  0.901407E-02   0.00000       0.00000      -367.052      0.227700      0.500000       5.00000       4.00000       1.57592       0.00000       0.00000       0.00000       0.00000    
     7945   55.1736       11.1972       11.1972       11.1972       0.00000      0.540890E-05  0.121431E-02  -28.2568      0.932281E-02  0.748156E-02   0.00000       0.00000      -366.956      0.227700      0.500000       5.00000       4.00000       1.57187       0.00000       0.00000       0.00000       0.00000    
     7946   55.1806       11.1785       11.1785       11.1785       0.00000      0.119430E-04  0.121205E-02  -28.1721      0.952179E-02  0.785554E-02   0.00000       0.00000      -366.859      0.227700      0.500000       5.00000       4.00000       1.56778       0.00000       0.00000       0.00000       0.00000    
     7947   55.1875       11.1598       11.1598       11.1598       0.00000      -0.00000      0.120852E-02  -27.9995      0.100974E-01  0.859864E-02   0.00000       0.00000      -366.763      0.227700      0.500000       5.00000       4.00000       1.56371       0.00000       0.00000       0.00000       0.00000    
     7948   55.1944       11.1413       11.1413       11.1413       0.00000      -0.00000      0.122807E-02  -29.4558      0.372995E-02 -0.299872E-02   0.00000       0.00000      -366.667      0.227700      0.500000       5.00000       4.00000       1.55965       0.00000       0.00000       0.00000       0.00000    
     7949   55.2014       11.1218       11.1218       11.1218       0.00000      -0.00000      0.121864E-02  -28.8611      0.608194E-02  0.479998E-02   0.00000       0.00000      -366.567      0.227700      0.500000       5.00000       4.00000       1.55541       0.00000       0.00000       0.00000       0.00000    
     7950   55.2083       11.1027       11.1027       11.1027       0.00000      -0.00000      0.121541E-02  -28.7090      0.656883E-02  0.493645E-02   0.00000       0.00000      -366.469      0.227700      0.500000       5.00000       4.00000       1.55124       0.00000       0.00000       0.00000       0.00000    
     7951   55.2153       11.0838       11.0838       11.0838       0.00000      -0.00000      0.121129E-02  -28.4942      0.732410E-02  0.543058E-02   0.00000       0.00000      -366.371      0.227700      0.500000       5.00000       4.00000       1.54709       0.00000       0.00000       0.00000       0.00000    
