Results from FLAKE simulations.
 No     time         Ts            Tm            Tb            ufr_a         ufr_w         Wconv         Qw            Q_se          Q_la          I_w           Q_lwa         Q_lww         h_ML          C_T           H_B1          T_B1          Qbot          H_ice         H_snow        T_ice         T_snow   
    23817   165.396       0.00000      0.327399       1.31657       0.00000      -0.00000       0.00000       0.00000      0.675209E-02 -0.817537E-02   0.00000       0.00000      -312.481      0.148867      0.718266       5.00000       4.00000     -0.586061      0.286336E-03   0.00000       0.00000       0.00000    
    23818   165.403       0.00000      0.327767       1.31805       0.00000      -0.00000       0.00000       0.00000      0.853858E-02 -0.628272E-02   0.00000       0.00000      -312.481      0.148867      0.718266       5.00000       4.00000     -0.585738      0.249052E-03   0.00000       0.00000       0.00000    
    23819   165.410       0.00000      0.328134       1.31953       0.00000      -0.00000       0.00000       0.00000      0.927006E-02 -0.475530E-02   0.00000       0.00000      -312.481      0.148867      0.718266       5.00000       4.00000     -0.585415      0.215432E-03   0.00000       0.00000       0.00000    
    23820   165.417       0.00000      0.328502       1.32101       0.00000      -0.00000       0.00000       0.00000      0.101985E-01 -0.472307E-02   0.00000       0.00000      -312.481      0.148867      0.718266       5.00000       4.00000     -0.585092      0.178694E-03   0.00000       0.00000       0.00000    
    23821   165.424       0.00000      0.328869       1.32248       0.00000      -0.00000       0.00000       0.00000      0.115489E-01 -0.397220E-02   0.00000       0.00000      -312.481      0.148867      0.718266       5.00000       4.00000     -0.584770      0.142250E-03   0.00000       0.00000       0.00000    
    23822   165.431       0.00000      0.329236       1.32396       0.00000      -0.00000       0.00000       0.00000      0.133494E-01 -0.340605E-02   0.00000       0.00000      -312.481      0.148867      0.718266       5.00000       4.00000     -0.584448      0.102683E-03   0.00000       0.00000       0.00000    
    23823   165.438       0.00000      0.329602       1.32543       0.00000      0.204450E-04  0.603937E-68   0.00000      0.143482E-01 -0.653888E-02  0.292218-191   0.00000      -312.481      0.148867      0.718266       5.00000       4.00000     -0.584126      0.444861E-04   0.00000       0.00000       0.00000    
    23824   165.444      0.491282E-03  0.329969       1.32542       0.00000      0.176384E-04   0.00000      -14.1096      0.154947E-01 -0.563111E-02   53.6117       0.00000      -312.483      0.148867      0.718267       5.00000       4.00000     -0.584128       0.00000       0.00000       0.00000       0.00000    
    23825   165.451       0.00000      0.328210       1.32542       0.00000      0.491177E-04   0.00000       0.00000      0.157971E-01 -0.473226E-02   51.2542       0.00000      -312.481      0.147405      0.718266       5.00000       4.00000     -0.584128       0.00000       0.00000       0.00000       0.00000    
    23826   165.458       0.00000      0.335008       1.32264       0.00000      0.550195E-04  0.965750E-37   0.00000      0.152642E-01 -0.559174E-02  0.122992E-97   0.00000      -312.480      0.147405      0.718266       5.00000       4.00000     -0.584735      0.229374E-04   0.00000     -0.114989E-03 -0.114989E-03
    23827   165.465      0.494330E-03  0.335375       1.32263       0.00000      0.731044E-05   0.00000      -1.04233      0.156072E-01 -0.408113E-02   58.0711       0.00000      -312.483      0.147405      0.718268       5.00000       4.00000     -0.584737       0.00000       0.00000       0.00000       0.00000    
    23828   165.472      0.652476E-02  0.342374       1.32263       0.00000      -0.00000       0.00000     -0.809630      0.164786E-01 -0.323992E-02   56.9476       0.00000      -312.510      0.146803      0.718268       5.00000       4.00000     -0.584737       0.00000       0.00000       0.00000       0.00000    
    23829   165.479      0.154751E-01  0.349379       1.32263       0.00000      -0.00000       0.00000     -0.768834      0.168163E-01 -0.267738E-02   43.7332       0.00000      -312.551      0.146721      0.718268       5.00000       4.00000     -0.584737       0.00000       0.00000       0.00000       0.00000    
    23830   165.486      0.222384E-01  0.354751       1.32263       0.00000      -0.00000       0.00000     -0.762020      0.169317E-01 -0.177233E-02   39.3418       0.00000      -312.582      0.146639      0.718268       5.00000       4.00000     -0.584737       0.00000       0.00000       0.00000       0.00000    
    23831   165.493      0.282720E-01  0.359577       1.32263       0.00000      -0.00000       0.00000     -0.845726      0.165229E-01 -0.110309E-02   43.2134       0.00000      -312.610      0.146557      0.718268       5.00000       4.00000     -0.584737       0.00000       0.00000       0.00000       0.00000    
    23832   165.500      0.348925E-01  0.364835       1.32263       0.00000      -0.00000       0.00000     -0.923596      0.161622E-01 -0.175266E-02   42.1662       0.00000      -312.640      0.146476      0.718268       5.00000       4.00000     -0.584737       0.00000       0.00000       0.00000       0.00000    
    23833   165.507      0.412754E-01  0.369914       1.32263       0.00000      -0.00000       0.00000     -0.773188      0.170846E-01  0.559631E-03   41.1060       0.00000      -312.669      0.146394      0.718268       5.00000       4.00000     -0.584737       0.00000       0.00000       0.00000       0.00000    
    23834   165.514      0.476111E-01  0.374953       1.32263       0.00000      -0.00000       0.00000     -0.708767      0.175296E-01  0.469735E-03   40.8912       0.00000      -312.699      0.146312      0.718268       5.00000       4.00000     -0.584737       0.00000       0.00000       0.00000       0.00000    
    23835   165.521      0.539695E-01  0.380007       1.32263       0.00000      -0.00000       0.00000     -0.659654      0.178898E-01 -0.300298E-04   37.0289       0.00000      -312.728      0.146230      0.718268       5.00000       4.00000     -0.584737       0.00000       0.00000       0.00000       0.00000    
    23836   165.528      0.597215E-01  0.384606       1.32263       0.00000      -0.00000       0.00000     -0.775954      0.173022E-01 -0.124401E-02   35.2405       0.00000      -312.754      0.146148      0.718268       5.00000       4.00000     -0.584737       0.00000       0.00000       0.00000       0.00000    
    23837   165.535      0.650774E-01  0.388908       1.32263       0.00000      -0.00000       0.00000     -0.613140      0.182953E-01 -0.996492E-03   43.5054       0.00000      -312.778      0.146067      0.718268       5.00000       4.00000     -0.584737       0.00000       0.00000       0.00000       0.00000    
    23838   165.542      0.719720E-01  0.394349       1.32263       0.00000      -0.00000       0.00000     -0.351152      0.198714E-01 -0.269079E-03   53.1235       0.00000      -312.810      0.145985      0.718268       5.00000       4.00000     -0.584737       0.00000       0.00000       0.00000       0.00000    
    23839   165.549      0.807199E-01  0.401162       1.32263       0.00000      0.873630E-05  0.936798E-04 -0.978622E-01  0.214211E-01  0.440324E-03   42.6396       0.00000      -312.850      0.145904      0.718268       5.00000       4.00000     -0.584737       0.00000       0.00000       0.00000       0.00000    
    23840   165.556      0.866594E-01  0.406817       1.32746       0.00000      0.552526E-05  0.154014E-03  0.536521E-01  0.223496E-01  0.218628E-02   35.6432       0.00000      -312.877      0.145904      0.718274       5.00000       4.00000     -0.583682       0.00000       0.00000       0.00000       0.00000    
    23841   165.562      0.918196E-01  0.411690       1.33150       0.00000      0.216649E-04  0.104208E-03 -0.693974E-01  0.217141E-01  0.120291E-02   38.1625       0.00000      -312.901      0.145904      0.718282       5.00000       4.00000     -0.582801       0.00000       0.00000       0.00000       0.00000    
    23842   165.569      0.972033E-01  0.416801       1.33582       0.00000      0.545040E-04   0.00000     -0.219797      0.209208E-01  0.973128E-03   38.9763       0.00000      -312.926      0.145904      0.718282       5.00000       4.00000     -0.581857       0.00000       0.00000       0.00000       0.00000    
    23843   165.576      0.807712E-01  0.421918       1.33582       0.00000      0.756586E-05   0.00000     -0.160495      0.210548E-01  0.199560E-02   28.8737       0.00000      -312.850      0.141531      0.718280       5.00000       4.00000     -0.581857       0.00000       0.00000       0.00000       0.00000    
    23844   165.583      0.828762E-01  0.425806       1.33582       0.00000      0.477307E-04   0.00000     -0.298176      0.202938E-01  0.191283E-02   30.0474       0.00000      -312.860      0.140935      0.718280       5.00000       4.00000     -0.581857       0.00000       0.00000       0.00000       0.00000    
    23845   165.590      0.679575E-01  0.429754       1.33582       0.00000      0.618074E-04   0.00000     -0.355399      0.197875E-01  0.165213E-02   32.2357       0.00000      -312.792      0.137239      0.718278       5.00000       4.00000     -0.581857       0.00000       0.00000       0.00000       0.00000    
    23846   165.597      0.474754E-01  0.433941       1.33582       0.00000      0.224454E-04   0.00000     -0.221248      0.203022E-01  0.235384E-02   28.5250       0.00000      -312.698      0.132607      0.718276       5.00000       4.00000     -0.581857       0.00000       0.00000       0.00000       0.00000    
    23847   165.604      0.433598E-01  0.437747       1.33582       0.00000      0.259179E-04  0.101589E-03 -0.244037E-01  0.213730E-01  0.314656E-02   29.9469       0.00000      -312.679      0.130967      0.718276       5.00000       4.00000     -0.581857       0.00000       0.00000       0.00000       0.00000    
    23848   165.611      0.477751E-01  0.441854       1.33922       0.00000      -0.00000      0.187877E-03  0.263208      0.230545E-01  0.608273E-02   27.4629       0.00000      -312.699      0.130967      0.718281       5.00000       4.00000     -0.581114       0.00000       0.00000       0.00000       0.00000    
    23849   165.618      0.521295E-01  0.445830       1.34233       0.00000      -0.00000      0.157327E-03  0.131114      0.223600E-01  0.463435E-02   25.3118       0.00000      -312.719      0.130967      0.718282       5.00000       4.00000     -0.580434       0.00000       0.00000       0.00000       0.00000    
    23850   165.625      0.560824E-01  0.449452       1.34520       0.00000      -0.00000      0.146827E-03  0.894589E-01  0.221634E-01  0.572587E-02   27.2806       0.00000      -312.737      0.130967      0.718282       5.00000       4.00000     -0.579807       0.00000       0.00000       0.00000       0.00000    
    23851   165.632      0.602538E-01  0.453296       1.34830       0.00000      -0.00000      0.175931E-03  0.204465      0.228639E-01  0.711141E-02   27.4155       0.00000      -312.756      0.130967      0.718282       5.00000       4.00000     -0.579131       0.00000       0.00000       0.00000       0.00000    
    23852   165.639      0.645470E-01  0.457227       1.35141       0.00000      -0.00000      0.142720E-03  0.833509E-01  0.222265E-01  0.652790E-02   24.7166       0.00000      -312.776      0.130967      0.718282       5.00000       4.00000     -0.578452       0.00000       0.00000       0.00000       0.00000    
    23853   165.646      0.683768E-01  0.460744       1.35421       0.00000      -0.00000       0.00000     -0.217876      0.205551E-01  0.576246E-02   19.0882       0.00000      -312.794      0.130967      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23854   165.653      0.717264E-01  0.463365       1.35421       0.00000      -0.00000       0.00000     -0.519122      0.188764E-01  0.538731E-02   14.8726       0.00000      -312.809      0.130894      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23855   165.660      0.740445E-01  0.465268       1.35421       0.00000      -0.00000       0.00000     -0.769618      0.174795E-01  0.438242E-02   10.9879       0.00000      -312.820      0.130822      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23856   165.667      0.754358E-01  0.466526       1.35421       0.00000      -0.00000       0.00000     -0.954446      0.164473E-01  0.330079E-02   7.92546       0.00000      -312.826      0.130749      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23857   165.674      0.761074E-01  0.467285       1.35421       0.00000      -0.00000       0.00000      -1.21474      0.149753E-01  0.237861E-02   5.50467       0.00000      -312.829      0.130677      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23858   165.681      0.761064E-01  0.467576       1.35421       0.00000      -0.00000       0.00000      -1.33973      0.142581E-01  0.310080E-02   3.85857       0.00000      -312.829      0.130605      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23859   165.688      0.756947E-01  0.467582       1.35421       0.00000      -0.00000       0.00000      -1.49603      0.133639E-01  0.272741E-02   2.04135       0.00000      -312.827      0.130532      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23860   165.694      0.748126E-01  0.467262       1.35421       0.00000      -0.00000       0.00000      -1.59350      0.127998E-01  0.232749E-02  0.589620       0.00000      -312.823      0.130460      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23861   165.701      0.735791E-01  0.466699       1.35421       0.00000      -0.00000       0.00000      -1.53034      0.131407E-01  0.308956E-02  0.316200E-01   0.00000      -312.817      0.130388      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23862   165.708      0.723012E-01  0.466105       1.35421       0.00000      -0.00000       0.00000      -1.69243      0.122024E-01  0.286591E-02   0.00000       0.00000      -312.812      0.130316      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23863   165.715      0.708701E-01  0.465406       1.35421       0.00000      -0.00000       0.00000      -1.90859      0.109569E-01  0.221795E-02   0.00000       0.00000      -312.805      0.130243      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23864   165.722      0.692425E-01  0.464571       1.35421       0.00000      -0.00000       0.00000      -2.15873      0.951732E-02  0.135475E-02   0.00000       0.00000      -312.798      0.130171      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23865   165.729      0.673873E-01  0.463579       1.35421       0.00000      -0.00000       0.00000      -2.34620      0.843249E-02  0.471554E-03   0.00000       0.00000      -312.789      0.130099      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23866   165.736      0.653611E-01  0.462470       1.35421       0.00000      -0.00000       0.00000      -2.30177      0.865793E-02  0.101255E-02   0.00000       0.00000      -312.780      0.130027      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23867   165.743      0.633742E-01  0.461388       1.35421       0.00000      -0.00000       0.00000      -2.14866      0.950162E-02  0.174852E-02   0.00000       0.00000      -312.771      0.129955      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23868   165.750      0.615252E-01  0.460403       1.35421       0.00000      -0.00000       0.00000      -2.18507      0.927455E-02  0.129603E-02   0.00000       0.00000      -312.762      0.129883      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23869   165.757      0.596421E-01  0.459394       1.35421       0.00000      -0.00000       0.00000      -2.22357      0.903389E-02  0.107043E-02   0.00000       0.00000      -312.754      0.129811      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23870   165.764      0.577231E-01  0.458362       1.35421       0.00000      -0.00000       0.00000      -2.36370      0.821712E-02  0.334979E-03   0.00000       0.00000      -312.745      0.129739      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23871   165.771      0.556758E-01  0.457241       1.35421       0.00000      -0.00000       0.00000      -2.59973      0.685366E-02 -0.464257E-03   0.00000       0.00000      -312.735      0.129668      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23872   165.778      0.534130E-01  0.455973       1.35421       0.00000      -0.00000       0.00000      -2.69808      0.626672E-02 -0.450645E-03   0.00000       0.00000      -312.725      0.129596      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23873   165.785      0.510596E-01  0.454643       1.35421       0.00000      -0.00000       0.00000      -2.74685      0.596234E-02 -0.701532E-03   0.00000       0.00000      -312.714      0.129524      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23874   165.792      0.486605E-01  0.453282       1.35421       0.00000      -0.00000       0.00000      -2.77058      0.579924E-02 -0.838647E-03   0.00000       0.00000      -312.703      0.129452      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23875   165.799      0.462385E-01  0.451906       1.35421       0.00000      -0.00000       0.00000      -2.65017      0.645219E-02 -0.327629E-03   0.00000       0.00000      -312.692      0.129381      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23876   165.806      0.439248E-01  0.450606       1.35421       0.00000      -0.00000       0.00000      -2.63220      0.652698E-02 -0.399910E-03   0.00000       0.00000      -312.682      0.129309      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23877   165.812      0.416261E-01  0.449317       1.35421       0.00000      -0.00000       0.00000      -2.65886      0.634840E-02 -0.527724E-03   0.00000       0.00000      -312.671      0.129238      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23878   165.819      0.393020E-01  0.448011       1.35421       0.00000      -0.00000       0.00000      -2.75985      0.574823E-02 -0.934820E-03   0.00000       0.00000      -312.660      0.129166      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23879   165.826      0.368846E-01  0.446642       1.35421       0.00000      -0.00000       0.00000      -2.76859      0.566976E-02 -0.100382E-02   0.00000       0.00000      -312.649      0.129095      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23880   165.833      0.344579E-01  0.445268       1.35421       0.00000      -0.00000       0.00000      -2.79704      0.547891E-02 -0.102291E-02   0.00000       0.00000      -312.638      0.129023      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23881   165.840      0.320040E-01  0.443876       1.35421       0.00000      -0.00000       0.00000      -2.90000      0.486648E-02 -0.149170E-02   0.00000       0.00000      -312.627      0.128952      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23882   165.847      0.294548E-01  0.442419       1.35421       0.00000      -0.00000       0.00000      -2.92023      0.471953E-02 -0.127749E-02   0.00000       0.00000      -312.615      0.128880      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23883   165.854      0.268859E-01  0.440949       1.35421       0.00000      -0.00000       0.00000      -2.90835      0.475571E-02 -0.118435E-02   0.00000       0.00000      -312.604      0.128809      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23884   165.861      0.243263E-01  0.439487       1.35421       0.00000      -0.00000       0.00000      -2.91647      0.467924E-02 -0.126960E-02   0.00000       0.00000      -312.592      0.128738      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23885   165.868      0.217579E-01  0.438020       1.35421       0.00000      -0.00000       0.00000      -2.88465      0.482793E-02 -0.103713E-02   0.00000       0.00000      -312.580      0.128667      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23886   165.875      0.192171E-01  0.436572       1.35421       0.00000      -0.00000       0.00000      -2.68174      0.594679E-02 -0.217167E-03   0.00000       0.00000      -312.569      0.128595      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23887   165.882      0.168602E-01  0.435252       1.35421       0.00000      -0.00000       0.00000      -2.76051      0.547362E-02 -0.777526E-03   0.00000       0.00000      -312.558      0.128524      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23888   165.889      0.144301E-01  0.433883       1.35421       0.00000      -0.00000       0.00000      -2.73915      0.556411E-02 -0.472357E-03   0.00000       0.00000      -312.547      0.128453      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23889   165.896      0.120182E-01  0.432527       1.35421       0.00000      -0.00000       0.00000      -2.71052      0.569656E-02 -0.227215E-03   0.00000       0.00000      -312.536      0.128382      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23890   165.903      0.963111E-02  0.431189       1.35421       0.00000      -0.00000       0.00000      -2.73912      0.550512E-02 -0.217577E-03   0.00000       0.00000      -312.525      0.128311      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23891   165.910      0.721659E-02  0.429833       1.35421       0.00000      -0.00000       0.00000      -2.83979      0.490615E-02 -0.669246E-03   0.00000       0.00000      -312.514      0.128240      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23892   165.917      0.470869E-02  0.428414       1.35421       0.00000      -0.00000       0.00000      -2.83326      0.491334E-02 -0.698114E-03   0.00000       0.00000      -312.502      0.128169      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23893   165.924      0.220540E-02  0.426999       1.35421       0.00000      -0.00000       0.00000      -2.86916      0.468133E-02 -0.109543E-02   0.00000       0.00000      -312.491      0.128098      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23894   165.931       0.00000      0.425561       1.35421       0.00000      -0.00000       0.00000       0.00000      0.462799E-02 -0.110364E-02   0.00000       0.00000      -312.481      0.128027      0.718282       5.00000       4.00000     -0.577840       0.00000       0.00000       0.00000       0.00000    
    23895   165.938       0.00000      0.425924       1.35464       0.00000      -0.00000       0.00000       0.00000      0.469843E-02 -0.130580E-02   0.00000       0.00000      -312.481      0.128027      0.718282       5.00000       4.00000     -0.577746      0.574204E-05   0.00000     -0.720612E-05 -0.720612E-05
    23896   165.944       0.00000      0.426286       1.35580       0.00000      -0.00000       0.00000       0.00000      0.555661E-02 -0.313693E-03   0.00000       0.00000      -312.481      0.128027      0.718282       5.00000       4.00000     -0.577494      0.114597E-04   0.00000     -0.143206E-04 -0.143206E-04
    23897   165.951       0.00000      0.426649       1.35695       0.00000      -0.00000       0.00000       0.00000      0.641477E-02  0.303198E-03   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.577243      0.168739E-04   0.00000     -0.199671E-04 -0.199671E-04
    23898   165.958       0.00000      0.427011       1.35810       0.00000      -0.00000       0.00000       0.00000      0.611943E-02 -0.201802E-03   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.576991      0.219853E-04   0.00000     -0.245613E-04 -0.245613E-04
    23899   165.965       0.00000      0.427373       1.35925       0.00000      -0.00000       0.00000       0.00000      0.583818E-02 -0.630818E-03   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.576740      0.272015E-04   0.00000     -0.310113E-04 -0.310113E-04
    23900   165.972       0.00000      0.427735       1.36040       0.00000      -0.00000       0.00000       0.00000      0.569761E-02 -0.863654E-03   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.576488      0.325174E-04   0.00000     -0.377796E-04 -0.377796E-04
    23901   165.979       0.00000      0.428096       1.36155       0.00000      -0.00000       0.00000       0.00000      0.555703E-02 -0.104020E-02   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.576237      0.378830E-04   0.00000     -0.444261E-04 -0.444261E-04
    23902   165.986       0.00000      0.428458       1.36270       0.00000      -0.00000       0.00000       0.00000      0.547273E-02 -0.102650E-02   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.575986      0.432983E-04   0.00000     -0.512472E-04 -0.512472E-04
    23903   165.993       0.00000      0.428819       1.36385       0.00000      -0.00000       0.00000       0.00000      0.579636E-02 -0.710389E-03   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.575735      0.487432E-04   0.00000     -0.580067E-04 -0.580067E-04
    23904   166.000       0.00000      0.429180       1.36500       0.00000      -0.00000       0.00000       0.00000      0.642944E-02 -0.339925E-04   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.575484      0.540737E-04   0.00000     -0.629990E-04 -0.629990E-04
    23905   166.007       0.00000      0.429542       1.36615       0.00000      -0.00000       0.00000       0.00000      0.610595E-02 -0.431187E-03   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.575233      0.591806E-04   0.00000     -0.660551E-04 -0.660551E-04
    23906   166.014       0.00000      0.429902       1.36730       0.00000      -0.00000       0.00000       0.00000      0.655619E-02  0.685923E-04   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.574982      0.644018E-04   0.00000     -0.734931E-04 -0.734931E-04
    23907   166.021       0.00000      0.430263       1.36844       0.00000      -0.00000       0.00000       0.00000      0.702044E-02  0.287296E-03   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.574732      0.694639E-04   0.00000     -0.768536E-04 -0.768536E-04
    23908   166.028       0.00000      0.430624       1.36959       0.00000      -0.00000       0.00000       0.00000      0.704862E-02 -0.207664E-04   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.574481      0.743624E-04   0.00000     -0.796166E-04 -0.796166E-04
    23909   166.035       0.00000      0.430984       1.37074       0.00000      -0.00000       0.00000       0.00000      0.700649E-02 -0.313202E-03   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.574231      0.792518E-04   0.00000     -0.846907E-04 -0.846907E-04
    23910   166.042       0.00000      0.431344       1.37188       0.00000      -0.00000       0.00000       0.00000      0.682370E-02 -0.283439E-03   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.573981      0.841564E-04   0.00000     -0.902145E-04 -0.902145E-04
    23911   166.049       0.00000      0.431705       1.37303       0.00000      -0.00000       0.00000       0.00000      0.673939E-02 -0.108832E-03   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.573731      0.891252E-04   0.00000     -0.967897E-04 -0.967897E-04
    23912   166.056       0.00000      0.432064       1.37417       0.00000      -0.00000       0.00000       0.00000      0.605020E-02 -0.106750E-02   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.573481      0.941232E-04   0.00000     -0.102819E-03 -0.102819E-03
    23913   166.062       0.00000      0.432424       1.37532       0.00000      -0.00000       0.00000       0.00000      0.609255E-02 -0.102321E-02   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.573231      0.993651E-04   0.00000     -0.113843E-03 -0.113843E-03
    23914   166.069       0.00000      0.432784       1.37646       0.00000      -0.00000       0.00000       0.00000      0.568469E-02 -0.140977E-02   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.572981      0.104592E-03   0.00000     -0.119488E-03 -0.119488E-03
    23915   166.076       0.00000      0.433143       1.37760       0.00000      -0.00000       0.00000       0.00000      0.513622E-02 -0.184422E-02   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.572731      0.109963E-03   0.00000     -0.129086E-03 -0.129086E-03
    23916   166.083       0.00000      0.433503       1.37875       0.00000      -0.00000       0.00000       0.00000      0.557245E-02 -0.119856E-02   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.572482      0.115527E-03   0.00000     -0.140504E-03 -0.140504E-03
    23917   166.090       0.00000      0.433862       1.37989       0.00000      -0.00000       0.00000       0.00000      0.527708E-02 -0.151545E-02   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.572232      0.120937E-03   0.00000     -0.142997E-03 -0.142997E-03
    23918   166.097       0.00000      0.434221       1.38103       0.00000      -0.00000       0.00000       0.00000      0.560075E-02 -0.911354E-03   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.571983      0.126451E-03   0.00000     -0.152403E-03 -0.152403E-03
    23919   166.104       0.00000      0.434580       1.38217       0.00000      -0.00000       0.00000       0.00000      0.548826E-02 -0.148008E-02   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.571733      0.131851E-03   0.00000     -0.155598E-03 -0.155598E-03
    23920   166.111       0.00000      0.434938       1.38331       0.00000      -0.00000       0.00000       0.00000      0.576971E-02 -0.115952E-02   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.571484      0.137290E-03   0.00000     -0.163237E-03 -0.163237E-03
    23921   166.118       0.00000      0.435297       1.38445       0.00000      -0.00000       0.00000       0.00000      0.578382E-02 -0.114251E-02   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.571235      0.142631E-03   0.00000     -0.166484E-03 -0.166484E-03
    23922   166.125       0.00000      0.435655       1.38559       0.00000      -0.00000       0.00000       0.00000      0.609338E-02 -0.634112E-03   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.570986      0.147966E-03   0.00000     -0.172550E-03 -0.172550E-03
    23923   166.132       0.00000      0.436014       1.38673       0.00000      -0.00000       0.00000       0.00000      0.622001E-02 -0.429748E-03   0.00000       0.00000      -312.480      0.128027      0.718282       5.00000       4.00000     -0.570738      0.153192E-03   0.00000     -0.174969E-03 -0.174969E-03
