par_id,rmse,nse,r,bias,mae,nmae
p01,NA,NA,NA,NA,NA,NA
p02,NA,NA,NA,NA,NA,NA
p03,NA,NA,NA,NA,NA,NA
p04,NA,NA,NA,NA,NA,NA
p05,NA,NA,NA,NA,NA,NA
p06,NA,NA,NA,NA,NA,NA
p07,NA,NA,NA,NA,NA,NA
p08,NA,NA,NA,NA,NA,NA
p09,NA,NA,NA,NA,NA,NA
p10,NA,NA,NA,NA,NA,NA
