par_id,rmse,nse,r,bias,mae,nmae
p01,3.01482068532325,0.777200884576726,0.981165055290206,-2.66659776448827,2.72300132260457,0.470157341626132
p02,3.35623024545365,0.723882467891238,0.980580831862181,-3.07241218036451,3.08848776522767,0.505113265538582
p03,3.35804928622569,0.723583081303159,0.972932885224645,-3.00320667041209,3.09375256032648,0.496679973844537
p04,3.03200499437496,0.774653761017043,0.983563011191244,-2.68197245835139,2.72520222959836,0.477500107362637
p05,3.41692915511764,0.713804738885496,0.983980052654576,-3.14586730403699,3.15971362715313,0.523985181607907
p06,3.5417916292176,0.692506100675361,0.97289228738016,-3.21261093811819,3.27857920441544,0.51244077055909
p07,2.85676779925635,0.799949162735418,0.984573607681708,-2.31713759233415,2.45783596010735,0.460561878031416
p08,3.09420611620898,0.765313034310354,0.984839432775079,-2.71187689358643,2.76625817204093,0.49010522735601
p09,3.36657858291091,0.722177124534653,0.974225690030873,-3.02774342229388,3.10495222369058,0.498169035453825
p10,3.59302931780639,0.683544964068007,0.974685653831817,-3.28964919156632,3.335762954546,0.518959205903699
