par_id,rmse,nse,r,bias,mae,nmae
p001,NA,NA,NA,NA,NA,NA
p002,NA,NA,NA,NA,NA,NA
p003,NA,NA,NA,NA,NA,NA
p004,NA,NA,NA,NA,NA,NA
p005,NA,NA,NA,NA,NA,NA
p006,NA,NA,NA,NA,NA,NA
p007,NA,NA,NA,NA,NA,NA
