time,30 cm,25 cm,20 cm,15 cm,10 cm,5 cm,air
26/05/2021 19:25,13.1787207500381,13.2888824417527,13.5542376968183,NaN,14.0043870596887,14.0188074597721,14.0484236111613
26/05/2021 19:35,13.1820875,13.2952369000341,13.5619376433231,NaN,13.9792905599172,13.9949077998211,14.0157173349157
26/05/2021 19:45,13.185439425063,13.3012991917265,13.5687008701185,NaN,13.9516762596135,13.9650551597321,13.9735844377417
26/05/2021 19:55,13.188680175,13.3074890250313,13.5753258933241,NaN,13.9193771398871,13.9351912997768,13.9479773083782
26/05/2021 20:05,13.1920001750104,13.3124548250294,13.5783330099933,NaN,13.8855580198922,13.9020915796503,13.9110577577864
26/05/2021 20:15,13.1951286,13.3168797500202,13.5782289333387,NaN,13.8517401998715,13.8669481602571,13.8804778050383
26/05/2021 20:25,13.198311475012,13.3207070666808,13.5729584165115,NaN,13.8124728598751,13.8267140396254,13.8334804098083
26/05/2021 20:35,13.2014721500514,13.3244747083695,13.5661766866262,NaN,13.7724362793958,13.785819179568,13.7986986093103
26/05/2021 20:45,13.2044252000187,13.3282051750429,13.5571079833414,NaN,13.72857385985,13.739485579737,13.7531407365589
26/05/2021 20:55,13.2072756750439,13.3318655251035,13.5475936330612,NaN,13.6799075593648,13.6943279194988,13.7065925754694
26/05/2021 21:05,13.211568225,13.3365728250396,13.531184920017,NaN,13.631639739828,13.6422233796802,13.6552518815416
26/05/2021 21:15,13.2131462250381,13.337858416691,13.5107283963159,NaN,13.5799406193165,13.591954059489,13.6064751626026
26/05/2021 21:25,13.215353825,13.3384669333383,13.4868146866936,NaN,13.5263321798245,13.5405010796541,13.5534901000722
26/05/2021 21:35,13.217563875012,13.339235316665,13.459050319366,NaN,13.4744122198325,13.4864207994812,13.5006024975378
26/05/2021 21:45,13.219657775,13.3383347499862,13.4225246100526,NaN,13.4221388197918,13.4379502803621,13.4431427367127
26/05/2021 21:55,13.2213386000095,13.3356966083156,13.3784562859841,NaN,13.3669414198349,13.3854183595173,13.3899961247912
26/05/2021 22:05,13.2228870000315,13.3292159749202,13.3375981728267,NaN,13.3189931393733,13.3363767395109,13.34532347234
26/05/2021 22:15,13.2238975000052,13.3197987582253,13.2852630333923,NaN,13.2700732798402,13.2884904196471,13.300101104895
26/05/2021 22:25,13.2242908249992,13.3009886080966,13.2385576961198,NaN,13.2249895794052,13.2432341995978,13.2520565692322
26/05/2021 22:35,13.22397545,13.2863988832647,13.207326526699,NaN,13.1743482398758,13.1991670597014,13.2096259115767
26/05/2021 22:45,13.2226137249793,13.2697378830717,13.1732722021516,NaN,13.1395236593303,13.1593407196029,13.1674761062062
26/05/2021 22:55,13.220341725,13.2392871248115,13.1324352333864,NaN,13.101114919883,13.1215126597101,13.1309270233807
26/05/2021 23:05,13.2171174249857,13.2106012165388,13.0785452360811,NaN,13.0647267798656,13.0817252796678,13.0818385575245
26/05/2021 23:15,13.213022575,13.1873030415026,13.0417431167116,NaN,13.0240699998648,13.0428244802593,13.0393568767077
26/05/2021 23:25,13.2079953999791,13.1623129165045,12.998436069449,NaN,12.9820596398475,12.993008859386,13.0026057165567
26/05/2021 23:35,13.2019680249046,13.1385726580109,12.9570305860705,NaN,12.9285028193337,12.943136799527,12.9538962040107
26/05/2021 23:45,13.194614174966,13.1144964498634,12.9114386033804,NaN,12.8809558198325,12.8904482596847,12.9046163982047
26/05/2021 23:55,13.186218374869,13.0992335166175,12.8721351130508,NaN,12.8279600791513,12.8417141394386,12.8548382092202
27/05/2021 00:05,13.1759513,13.0892860748866,12.8382692767089,NaN,12.7749298798545,12.793495699714,12.805843489888
27/05/2021 00:15,13.1615326247157,13.0570677745409,12.7979539659401,NaN,12.7338769194447,12.7530024596442,12.7674469112251
27/05/2021 00:25,13.14291185,13.0185723997866,12.7593190166919,NaN,12.6939643798773,12.7210747798043,12.7272830234232
27/05/2021 00:35,13.1238451499204,12.9828839748107,12.740571979679,NaN,12.662029159898,12.6880300796682,12.6933179962895
27/05/2021 00:45,13.106304975,12.9513566331728,12.7228298100248,NaN,12.6343651799033,12.6567066001897,12.6627869767
27/05/2021 00:55,13.0905265249346,12.9267520415321,12.7020791797913,NaN,12.6064805198879,12.628553919712,12.6308612366053
27/05/2021 01:05,13.0755172747358,12.9023505830127,12.661279619557,NaN,12.5794044195843,12.6016189597428,12.5929544915747
27/05/2021 01:15,13.0610706249387,12.8756120581787,12.6301470467044,NaN,12.5555569199353,12.5745197197984,12.5794144682817
27/05/2021 01:25,13.0468318497582,12.8418124163381,12.5991340031099,NaN,12.5334441596993,12.5480918997678,12.5461868428677
27/05/2021 01:35,13.033118225,12.8135123331939,12.5787839833485,NaN,12.51073021992,12.5248539598319,12.5225306382838
27/05/2021 01:45,13.0197494747698,12.793511474738,12.5615092562306,NaN,12.4858393196875,12.5003585997215,12.5051206745815
27/05/2021 01:55,13.006893175,12.7809110332815,12.5465392533433,NaN,12.4621006799207,12.4748742398227,12.4761537267015
27/05/2021 02:05,12.9936641499398,12.7646374998485,12.528359012993,NaN,12.438964619934,12.4514843398145,12.4512647696696
27/05/2021 02:15,12.978756425,12.7292780164344,12.4905849833832,NaN,12.4179980199368,12.4313029001598,12.4309501466833
27/05/2021 02:25,12.9646873499435,12.6924148748149,12.4523096661641,NaN,12.3969761599156,12.4079689797932,12.3866875832448
27/05/2021 02:35,12.9496940747608,12.6599220744919,12.4220354060377,NaN,12.3740358397071,12.3855428597823,12.3792294628588
27/05/2021 02:45,12.9344040249348,12.6238187414803,12.3850775366973,NaN,12.3524315399347,12.3615216998227,12.3602563933302
27/05/2021 02:55,12.9185901247261,12.5962523580189,12.361360303224,NaN,12.3256926994475,12.3338271394359,12.3289222023052
27/05/2021 03:05,12.903493725,12.5736561248964,12.3494982966867,NaN,12.3134953599251,12.3091279999119,12.3002635164099
27/05/2021 03:15,12.8891503247949,12.5560344497303,12.3312898063743,NaN,12.2868262396232,12.292741419758,12.2846435824905
27/05/2021 03:25,12.8753512,12.531322258189,12.3068079466898,NaN,12.2619200799257,12.2705961598688,12.2629106867406
27/05/2021 03:35,12.8616953999436,12.5016984914609,12.2846299462382,NaN,12.2404907999312,12.2482791197764,12.2342472131907
