!datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Surface_Level_Barometric_Pressure_pascal	Air_Temperature_celsius	Relative_Humidity_percent	Cloud_Cover_decimalFraction	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerSecond
2020-01-01 00:00:00	0	0	100886.33	0.96666667	96.822222	1	0	0
2020-01-01 00:10:00	0	0	100878.1	0.909	96.686	1	0	0
2020-01-01 00:20:00	0	0	100860.6	0.871	96.943	1	0	0
2020-01-01 00:30:00	0	0	100856.7	0.809	96.931	1	0	0
2020-01-01 00:40:00	0	0	100852.5	0.728	97.101	1	0	0
2020-01-01 00:50:00	0	0	100830.1	0.759	97.26	1	0	0
2020-01-01 01:00:00	0	0	100823.2	0.798	97.116	1	0	0
2020-01-01 01:10:00	0	0	100816.7	0.779	96.978	1	0	0
2020-01-01 01:20:00	0	0	100809.4	0.794	97.099	1	0	0
2020-01-01 01:30:00	0	0	100796.2	0.789	96.928	1	0	0
2020-01-01 01:40:00	0	0	100781.5	0.36	96.599	1	0	0
2020-01-01 01:50:00	0	0	100776.9	-0.03	97.135	1	0	0
2020-01-01 02:00:00	0	0	100762.2	-0.21	97.5	1	0	0
2020-01-01 02:10:00	0	0	100759.8	-0.359	97.733	1	0	0
2020-01-01 02:20:00	0	0	100767.5	-0.429	97.767	1	0	0
2020-01-01 02:30:00	0	0	100768.7	-0.536	97.861	1	0	0
2020-01-01 02:40:00	0	0	100772.9	-0.392	98.21	1	0	0
2020-01-01 02:50:00	0	0	100772	-0.456	97.654	1	0	0
2020-01-01 03:00:00	0	0	100770.3	-0.692	97.751	1	0	0
2020-01-01 03:10:00	0	0	100775.9	-0.824	97.997	1	0	0
2020-01-01 03:20:00	0	0	100777.9	-0.9	98.042	1	0	0
2020-01-01 03:30:00	0	0	100768.6	-0.962	98.088	1	0	0
2020-01-01 03:40:00	0	0	100771.3	-1.023	98.101	1	0	0
2020-01-01 03:50:00	1.5955918	0	100776.9	-0.954	98.135	1	0	0
2020-01-01 04:00:00	0.0209356	0	100775.4	-0.986	97.831	1	0	0
2020-01-01 04:10:00	0	0	100774.7	-1.22	97.764	1	0	0
2020-01-01 04:20:00	0	0	100758	-1.293	97.971	1	0	0
2020-01-01 04:30:00	0	0	100751.4	-1.363	98.03	1	0	0
2020-01-01 04:40:00	0	0	100743.1	-1.546	97.907	1	0	0
2020-01-01 04:50:00	0	0	100739.6	-1.556	98.163	1	0	0
2020-01-01 05:00:00	0	0	100736.5	-1.662	97.992	1	0	0
2020-01-01 05:10:00	1.0856604	0	100727.9	-1.72	98.13	1	2.8821728	0
2020-01-01 05:20:00	0	0	100709.5	-1.774	97.835	1	0.0589344	0
2020-01-01 05:30:00	0	0	100703.8	-1.785	98.013	1	0.0729664	0
2020-01-01 05:40:00	0	0	100699.5	-1.906	98.024	1	0.1515456	0
2020-01-01 05:50:00	0	0	100696.3	-2.149	98.058	1	0.0547248	0
2020-01-01 06:00:00	0	0	100688.5	-2.272	98.249	1	0.0799824	0
2020-01-01 06:10:00	0	0	100678.1	-2.267	98.368	1	0.0813856	0
2020-01-01 06:20:00	0	0	100684.9	-2.514	98.011	1	0.126288	0
2020-01-01 06:30:00	0	0	100684.5	-2.457	98.262	1	0.091208	0
2020-01-01 06:40:00	0	0	100679.5	-2.463	98.149	1	0.1038368	0
2020-01-01 06:50:00	0	0	100684.3	-2.63	97.809	1	0.063144	0
2020-01-01 07:00:00	0	0	100691.4	-2.677	97.869	1	0.0154352	0
2020-01-01 07:10:00	0	0	100688.7	-2.757	97.791	1	0.0617408	0
2020-01-01 07:20:00	0	0	100698.4	-2.751	97.954	1	0.091208	0
2020-01-01 07:30:00	0	0	100701.8	-3.083	97.498	1	0.0112256	0
2020-01-01 07:40:00	0	0	100703.5	-2.957	98.052	1	0.0673536	0
2020-01-01 07:50:00	0	0	100716.5	-2.951	97.801	1	0.028064	0
2020-01-01 08:00:00	0	0	100715.2	-3.129	97.536	1	0	0
2020-01-01 08:10:00	0	0	100719	-3.122	97.758	1	0.091208	0
2020-01-01 08:20:00	0	0	100717.1	-2.968	97.459	1	0.21048	0
2020-01-01 08:30:00	0	0	100716.1	-2.991	97.341	1	0.6089888	0
2020-01-01 08:40:00	0	0	100714.5	-2.974	97.529	1	1.7371616	0
2020-01-01 08:50:00	0	0	100716.2	-3.062	97.271	1	4.4537568	0
2020-01-01 09:00:00	0	0	100713.1	-2.985	97.32	1	9.247088	0
2020-01-01 09:10:00	0	0	100711.7	-2.998	97.204	1	12.555834	0
2020-01-01 09:20:00	0	0	100718.5	-2.864	97.39	1	12.962762	0
2020-01-01 09:30:00	0	0	100720.2	-2.953	96.723	1	17.893606	0
2020-01-01 09:40:00	0	0	100726.2	-2.953	97.008	1	31.318021	0
2020-01-01 09:50:00	2.6348948	0	100732	-2.7	97.018	1	47.550238	0
2020-01-01 10:00:00	6.475082	0	100737.9	-2.229	96.975	1	56.234643	0
2020-01-01 10:10:00	5.2294138	0	100742.2	-1.819	96.682	0.9834977	64.795566	0
2020-01-01 10:20:00	5.6735476	0	100751.4	-1.561	96.374	0.95111751	71.84805	0
2020-01-01 10:30:00	5.0275348	0	100753.4	-1.162	96.431	0.88150618	86.184544	0
2020-01-01 10:40:00	0	0	100756.2	-0.915	95.858	0.90403171	81.583451	0
2020-01-01 10:50:00	0.186925	0	100755.4	-0.759	95.638	0.96931987	67.717029	0
2020-01-01 11:00:00	0.5129222	0	100757.5	-0.638	96.128	1	69.783942	0
2020-01-01 11:10:00	0	0	100754.9	-0.441	96.261	1	65.313347	0
2020-01-01 11:20:00	1.2501544	0	100746.9	-0.378	96.37	1	61.827798	0
2020-01-01 11:30:00	0.1405676	0	100744.2	-0.19	96.539	0.98904898	120.06621	0
2020-01-01 11:40:00	0	0	100737.8	0.222	96.562	0.65465047	237.54773	0
2020-01-01 11:50:00	0	0	100728.2	0.521	95.561	0.8632497	169.69459	0
2020-01-01 12:00:00	0	0	100726.7	0.756	95.062	0.76072253	265.67347	0
2020-01-01 12:10:00	0	0	100722.6	1.113	94.671	0.71661356	283.44921	0
2020-01-01 12:20:00	0	0	100713.7	1.475	94.197	0.67066738	300.80118	0
2020-01-01 12:30:00	0	0	100705.8	2.124	92.459	0.63994463	311.53987	0
2020-01-01 12:40:00	0	0	100695.7	2.365	91.25	0.61957278	318.56288	0
2020-01-01 12:50:00	0	0	100677.6	2.253	91.1	0.62486196	316.88466	1.3333333e-07
2020-01-01 13:00:00	0	0	100659.5	2.639	90.36	0.75267926	315.21204	0
2020-01-01 13:10:00	3.0326712	0	100649.3	3.776	85.314	0.72760259	327.01155	0
2020-01-01 13:20:00	6.9207112	0	100633.7	4.434	81.03	0.72600747	327.81979	0
2020-01-01 13:30:00	8.6389258	0	100631.2	4.556	80.085	0.74077494	320.83186	0
2020-01-01 13:40:00	11.188583	0	100622.9	4.48	79.794	0.75961841	311.75596	0
2020-01-01 13:50:00	11.024089	0	100620.2	4.46	79.506	0.78962242	296.73049	0
2020-01-01 14:00:00	8.905107	0	100617.3	4.153	80.706	0.72364208	277.23864	0
2020-01-01 14:10:00	10.826696	0	100619.6	3.911	81.123	0.82423825	234.82552	0
2020-01-01 14:20:00	8.2157276	0	100622.5	3.453	82.239	1	74.530968	0
2020-01-01 14:30:00	5.4926042	0	100620.8	2.816	85.232	1	63.783859	0
2020-01-01 14:40:00	5.6944832	0	100602.9	2.7	85.814	1	60.357245	0
2020-01-01 14:50:00	4.3187152	0	100592.1	2.448	87.04	1	54.919845	0
2020-01-01 15:00:00	3.6143818	0	100584.2	1.948	88.619	1	49.340722	0
2020-01-01 15:10:00	1.5746562	0	100586	1.571	90.066	1	42.473461	0
2020-01-01 15:20:00	0.1480446	0	100588.8	1.152	91.581	1	36.236237	0
2020-01-01 15:30:00	0	0	100588	0.831	92.836	1	32.190811	0
2020-01-01 15:40:00	0	0	100589.9	0.523	93.991	1	28.539685	0
2020-01-01 15:50:00	0	0	100590.1	0.261	94.829	1	24.843656	0
2020-01-01 16:00:00	0	0	100596.2	0.032	95.298	1	20.468478	0
2020-01-01 16:10:00	0	0	100607.6	-0.108	95.789	1	15.738291	0
2020-01-01 16:20:00	0	0	100621.4	-0.265	96.025	1	11.15965	0
2020-01-01 16:30:00	0	0	100622.3	-0.402	96.342	1	7.023016	0
2020-01-01 16:40:00	0	0	100618.9	-0.596	96.539	1	3.3803088	0
2020-01-01 16:50:00	0	0	100618.5	-0.752	96.95	1	0.5668928	0
2020-01-01 17:00:00	0	0	100621.5	-0.869	97.339	0.99554322	0	0
2020-01-01 17:10:00	0	0	100618.5	-1.003	97.41	0.99108644	0	0
2020-01-01 17:20:00	0	0	100621.2	-1.056	97.575	0.98662966	0	0
2020-01-01 17:30:00	0	0	100617.1	-1.131	97.584	0.98217288	0	0
2020-01-01 17:40:00	0	0	100621.3	-1.277	97.606	0.9777161	0	0
2020-01-01 17:50:00	0	0	100616.7	-1.352	97.638	0.97325932	0	0
2020-01-01 18:00:00	0	0	100609.2	-1.424	97.69	0.96880254	0	0
2020-01-01 18:10:00	0	0	100618.4	-1.496	97.88	0.96434576	0	0
2020-01-01 18:20:00	0	0	100618.5	-1.587	97.874	0.95988899	0	0
2020-01-01 18:30:00	0	0	100620	-1.745	97.794	0.95543221	0	0
2020-01-01 18:40:00	0	0	100625.6	-1.825	97.839	0.95097543	0	0
2020-01-01 18:50:00	0	0	100624.3	-1.959	97.677	0.94651865	0	0
2020-01-01 19:00:00	0.725269	0	100627.3	-1.997	97.686	0.94206187	0	0
2020-01-01 19:10:00	0	0	100616	-2.019	97.717	0.93760509	0	0
2020-01-01 19:20:00	0.314034	0	100616.4	-2.209	97.593	0.93314831	0	0
2020-01-01 19:30:00	0.2930984	0	100614.7	-2.294	97.506	0.92869153	0	0
2020-01-01 19:40:00	0.5891876	0	100612.2	-2.378	97.479	0.92423475	0	0
2020-01-01 19:50:00	0.037385	0	100617	-2.415	97.489	0.91977797	0	0
2020-01-01 20:00:00	0	0	100619.2	-2.507	97.549	0.91532119	0	0
2020-01-01 20:10:00	0.1360814	0	100620.6	-2.584	97.469	0.91086441	0	0
2020-01-01 20:20:00	0	0	100611.6	-2.639	97.467	0.90640763	0	0
2020-01-01 20:30:00	0	0	100612.1	-2.755	97.584	0.90195085	0	0
2020-01-01 20:40:00	0	0	100611.8	-2.823	97.664	0.89749407	0	0
2020-01-01 20:50:00	0	0	100612	-2.903	97.754	0.89303729	0	0
2020-01-01 21:00:00	0	0	100612.6	-2.969	97.917	0.88858052	0.021048	0
2020-01-01 21:10:00	0.194402	0	100620.4	-2.91	98.019	0.88412374	0	0
2020-01-01 21:20:00	0	0	100626.7	-2.731	97.449	0.87966696	0	0
2020-01-01 21:30:00	0	0	100617.3	-2.552	97.466	0.87521018	0	0
2020-01-01 21:40:00	0	0	100611.2	-2.05	97.742	0.8707534	0	0
2020-01-01 21:50:00	1.1903384	0	100606.7	-1.743	97.77	0.86629662	4.9280384	0
2020-01-01 22:00:00	0	0	100596.9	-1.771	97.252	0.86183984	0	0
2020-01-01 22:10:00	0	0	100580.7	-1.697	97.317	0.85738306	0	0
2020-01-01 22:20:00	0	0	100568.7	-1.583	97.259	0.85292628	0	0
2020-01-01 22:30:00	0	0	100558.8	-1.471	97.517	0.8484695	0	0
2020-01-01 22:40:00	1.8184064	0	100558.1	-1.29	97.993	0.84401272	0.0477088	0
2020-01-01 22:50:00	2.3014206	0	100556.8	-1.225	97.961	0.83955594	0.0084192	0
2020-01-01 23:00:00	0	0	100555	-1.208	98.107	0.83509916	0	0
2020-01-01 23:10:00	0.9540652	0	100557.7	-1.148	98.266	0.83064238	0.0112256	0
2020-01-01 23:20:00	2.9952862	0	100557.1	-1.076	98.278	0.8261856	0.0028064	0
2020-01-01 23:30:00	0.7581678	0	100563.5	-1.052	98.289	0.82172882	0.0028064	0
2020-01-01 23:40:00	2.7261142	0	100569	-1.023	98.336	0.81727205	0.0238544	0
2020-01-01 23:50:00	0	0	100564.6	-1.001	98.383	0.81281527	0	0
2020-01-02 00:00:00	0	0	100547.6	-0.963	98.438	0.80835849	0	0
2020-01-02 00:10:00	1.6434446	0	100539.8	-0.935	98.42	0.80390171	0	0
2020-01-02 00:20:00	0.9017262	0	100530.3	-1.015	97.816	0.79944493	0	0
2020-01-02 00:30:00	0	0	100519.5	-1.023	97.075	0.79498815	0	0
2020-01-02 00:40:00	0	0	100525.3	-1.014	96.853	0.79053137	0	0
2020-01-02 00:50:00	0	0	100518.3	-0.984	96.711	0.78607459	0	0
2020-01-02 01:00:00	0	0	100511.2	-0.971	96.304	0.78161781	0	0
2020-01-02 01:10:00	0.2377686	0	100497.5	-0.955	96.049	0.77716103	0	0
2020-01-02 01:20:00	8.2516172	0	100485.2	-0.972	95.674	0.77270425	0.0014032	0
2020-01-02 01:30:00	5.0335164	0	100482.5	-1.027	95.335	0.76824747	0	0
2020-01-02 01:40:00	0	0	100475.4	-1.026	95.318	0.76379069	0	0
2020-01-02 01:50:00	0	0	100469.7	-0.982	95.422	0.75933391	0	0
2020-01-02 02:00:00	0.957056	0	100471	-0.95	95.482	0.75487713	0	0
2020-01-02 02:10:00	1.3144566	0	100478.1	-0.934	95.507	0.75042035	0	0
2020-01-02 02:20:00	3.4274568	0	100479.9	-0.977	95.291	0.74596358	0	0
2020-01-02 02:30:00	3.7489678	0	100487.8	-1.05	94.678	0.7415068	0	0
2020-01-02 02:40:00	5.1456714	0	100487.6	-1.114	94.444	0.73705002	0	0
2020-01-02 02:50:00	7.065765	0	100485.5	-1.18	94.468	0.73259324	0	0
2020-01-02 03:00:00	6.2178732	0	100490.7	-1.187	94.452	0.72813646	0	0
2020-01-02 03:10:00	2.1922564	0	100493.3	-1.227	94.208	0.72367968	0	0
2020-01-02 03:20:00	0.4665648	0	100492.4	-1.19	93.962	0.7192229	0	0
2020-01-02 03:30:00	0	0	100492.8	-1.134	93.849	0.71476612	0	0
2020-01-02 03:40:00	0	0	100490.2	-1.126	93.605	0.71030934	0	0
2020-01-02 03:50:00	0	0	100482.7	-1.093	93.626	0.70585256	0	0
2020-01-02 04:00:00	0	0	100480.7	-1.071	93.622	0.70139578	0	0
2020-01-02 04:10:00	0	0	100472.1	-1.016	93.661	0.696939	0	0
2020-01-02 04:20:00	0	0	100454.3	-1.054	93.318	0.69248222	0	0
2020-01-02 04:30:00	3.6024186	0	100452.8	-1.002	93.535	0.68802544	0	0
2020-01-02 04:40:00	2.5003088	0	100438.7	-0.982	93.07	0.68356866	0	0
2020-01-02 04:50:00	0.9735054	0	100437	-0.894	93.357	0.67911188	0	0
2020-01-02 05:00:00	0	0	100429.1	-0.812	93.733	0.6746551	0	0
2020-01-02 05:10:00	0	0	100413.5	-0.768	94.515	0.67019833	0	0
2020-01-02 05:20:00	0	0	100404.5	-0.783	94.59	0.66574155	0	0
2020-01-02 05:30:00	0	0	100410.3	-0.788	94.337	0.66128477	0	0
2020-01-02 05:40:00	0.0164494	0	100404.5	-0.729	94.208	0.65682799	0	0
2020-01-02 05:50:00	2.856214	0	100399.8	-0.695	94.413	0.65237121	0	0
2020-01-02 06:00:00	6.9566008	0	100411	-0.655	94.054	0.64791443	0	0
2020-01-02 06:10:00	5.6122362	0	100413	-0.702	93.673	0.64345765	0	0
2020-01-02 06:20:00	4.254413	0	100404.4	-0.689	93.414	0.63900087	0	0
2020-01-02 06:30:00	0	0	100401.8	-0.662	93.337	0.63454409	0	0
2020-01-02 06:40:00	0	0	100407.5	-0.59	93.594	0.63008731	0	0
2020-01-02 06:50:00	0	0	100407.8	-0.617	93.06	0.62563053	0	0
2020-01-02 07:00:00	0	0	100402.6	-0.619	92.658	0.62117375	0	0
2020-01-02 07:10:00	0	0	100402.2	-0.54	93.054	0.61671697	0	0
2020-01-02 07:20:00	1.9843958	0	100399.4	-0.535	93.272	0.61226019	0	0
2020-01-02 07:30:00	7.5801826	0	100403.8	-0.638	92.658	0.60780341	0	0
2020-01-02 07:40:00	7.731218	0	100407.7	-0.711	93.2	0.60334663	0	0
2020-01-02 07:50:00	4.0495432	0	100417.4	-0.748	93.525	0.59888986	0	0
2020-01-02 08:00:00	0	0	100428	-0.708	93.889	0.59443308	0	0
2020-01-02 08:10:00	0	0	100431.5	-0.727	93.408	0.5899763	0	0
2020-01-02 08:20:00	0	0	100429.9	-0.715	93.756	0.58551952	0	0
2020-01-02 08:30:00	0	0	100434.7	-0.623	93.767	0.58106274	0	0
2020-01-02 08:40:00	0	0	100433.3	-0.617	93.599	0.57660596	0.273624	0
2020-01-02 08:50:00	0	0	100424.7	-0.599	94.065	0.57214918	2.827448	0
2020-01-02 09:00:00	0	0	100427.6	-0.561	94.037	0.5676924	6.7690368	0
2020-01-02 09:10:00	0	0	100431.7	-0.467	93.736	0.63974367	11.252261	0
2020-01-02 09:20:00	0	0	100429	-0.345	93.487	0.71179493	20.405334	0
2020-01-02 09:30:00	0	0	100428.7	-0.248	93.256	0.7838462	32.321309	0
2020-01-02 09:40:00	0	0	100446.3	-0.163	92.126	0.85589747	41.823779	0
2020-01-02 09:50:00	0	0	100457	-0.117	91.877	0.92794873	45.277054	0
2020-01-02 10:00:00	0	0	100459.4	-0.122	91.756	1	45.842544	0
2020-01-02 10:10:00	0.7895712	0	100467.6	-0.058	92.029	1	56.278142	0
2020-01-02 10:20:00	8.1095542	0	100467.7	-0.005	91.426	1	60.389518	0
2020-01-02 10:30:00	7.8388868	0	100474.4	0.077	90.841	0.95391859	71.88313	0
2020-01-02 10:40:00	7.32746	0	100487.1	0.18	90.156	0.9458998	73.625904	0
2020-01-02 10:50:00	7.9241246	0	100490.9	0.228	89.843	0.95684188	71.244674	0
2020-01-02 11:00:00	8.7136958	0	100490.6	0.17	89.932	1	79.788758	0
2020-01-02 11:10:00	10.161243	0	100486.9	0.133	90.011	1	84.110614	0
2020-01-02 11:20:00	9.8786124	0	100475.6	0.132	90.056	1	100.37791	0
2020-01-02 11:30:00	10.750431	0	100467.7	0.084	90.545	1	103.12397	0
2020-01-02 11:40:00	11.433828	0	100461.7	0.034	90.864	1	111.32428	0
2020-01-02 11:50:00	11.051006	0	100458.6	0.143	91.13	1	111.01136	0
2020-01-02 12:00:00	11.493644	0	100456.9	0.09	91.606	1	110.60864	0
2020-01-02 12:10:00	10.867072	0	100450.1	0.032	91.923	1	116.87954	0
2020-01-02 12:20:00	9.5451382	0	100431.9	0.101	92.081	1	125.38574	0
2020-01-02 12:30:00	10.463314	0	100422.4	0.179	91.964	1	115.00768	0
2020-01-02 12:40:00	10.339196	0	100411.2	0.183	92.042	1	117.17141	0
2020-01-02 12:50:00	9.12194	0	100403.4	0.227	92.426	1	116.67889	0
2020-01-02 13:00:00	10.986704	0	100393.5	0.335	92.379	1	123.82258	0
2020-01-02 13:10:00	9.6034588	0	100381.3	0.42	91.975	1	130.36289	0
2020-01-02 13:20:00	9.323819	0	100370.2	0.471	91.667	1	117.98948	0
2020-01-02 13:30:00	6.512467	0	100358.5	0.537	91.947	1	101.1174	0
2020-01-02 13:40:00	5.9771138	0	100339	0.593	91.763	1	97.724461	0
2020-01-02 13:50:00	7.200351	0	100322.9	0.681	91.669	1	102.45184	0
2020-01-02 14:00:00	4.7209778	0	100305.7	0.781	91.23	1	106.18716	0
2020-01-02 14:10:00	0.1001918	0	100294.1	1.004	90.655	1	113.63114	0
2020-01-02 14:20:00	0	0	100289.1	1.189	90.133	1	106.18295	0
2020-01-02 14:30:00	0	0	100287.5	1.297	89.762	1	98.764232	0
2020-01-02 14:40:00	0	0	100283.7	1.385	89.744	1	97.269824	0
2020-01-02 14:50:00	0	0	100273.5	1.484	89.127	1	94.076141	0
2020-01-02 15:00:00	0	0	100265.3	1.685	89.157	1	86.076498	0
2020-01-02 15:10:00	0	0	100258.5	1.805	89.148	1	79.540392	0
2020-01-02 15:20:00	0	0	100239.5	1.741	89.339	1	67.307294	0
2020-01-02 15:30:00	0	0	100238.7	1.732	89.604	1	65.021482	0
2020-01-02 15:40:00	0	0	100233.3	1.776	89.737	1	60.055557	0
2020-01-02 15:50:00	0	0	100230.3	1.723	89.694	1	45.286877	0
2020-01-02 16:00:00	0	0	100217.1	1.47	90.864	1	27.240322	0
2020-01-02 16:10:00	0	0	100205.4	1.099	92.237	1	11.527288	0
2020-01-02 16:20:00	0	0	100197.4	0.748	93.478	1	8.4626992	0
2020-01-02 16:30:00	0	0	100200.2	0.633	93.934	1	8.6282768	0
2020-01-02 16:40:00	0	0	100208.6	0.521	94.142	1	4.6684464	0
2020-01-02 16:50:00	0	0	100213.5	0.565	94.829	1	2.7488688	0
2020-01-02 17:00:00	8.127499	0	100211.3	0.574	94.386	0.99662633	1.2292032	0
2020-01-02 17:10:00	7.9689866	0	100214	0.41	94.984	0.99325265	0.3030912	0
2020-01-02 17:20:00	5.2667988	0	100216.1	0.348	95.562	0.98987898	0	0
2020-01-02 17:30:00	3.6323266	0	100212.7	0.343	95.908	0.98650531	0	0
2020-01-02 17:40:00	0	0	100209.5	0.375	95.987	0.98313163	0	0
2020-01-02 17:50:00	0	0	100208.4	0.421	96.206	0.97975796	0	0
2020-01-02 18:00:00	0	0	100197.6	0.448	96.616	0.97638428	0	0
2020-01-02 18:10:00	0	0	100192.6	0.457	96.733	0.97301061	0	0
2020-01-02 18:20:00	0	0	100197.4	0.504	96.748	0.96963694	0	0
2020-01-02 18:30:00	0	0	100196.6	0.542	96.839	0.96626326	0	0
2020-01-02 18:40:00	0	0	100196	0.595	97.014	0.96288959	0	0
2020-01-02 18:50:00	0	0	100197.4	0.638	96.882	0.95951592	0	0
2020-01-02 19:00:00	0	0	100202	0.638	96.726	0.95614224	0	0
2020-01-02 19:10:00	0	0	100200.6	0.701	96.84	0.95276857	0	0
2020-01-02 19:20:00	0	0	100199.5	0.738	96.889	0.9493949	0	0
2020-01-02 19:30:00	0	0	100201.7	0.724	96.89	0.94602122	0	0
2020-01-02 19:40:00	0	0	100194.3	0.701	96.735	0.94264755	0	0
2020-01-02 19:50:00	0	0	100191.3	0.776	96.816	0.93927388	0	0
2020-01-02 20:00:00	0	0	100189.8	0.791	96.638	0.9359002	0	2.6666667e-07
2020-01-02 20:10:00	0	0	100183.8	0.802	96.791	0.93252653	0	2.6666667e-07
2020-01-02 20:20:00	0	0	100178.9	0.792	96.793	0.92915285	0	0
2020-01-02 20:30:00	0	0	100171.4	0.798	96.855	0.92577918	0	0
2020-01-02 20:40:00	0	0	100169.7	0.817	96.876	0.92240551	0	0
2020-01-02 20:50:00	0	0	100167.8	0.83	96.911	0.91903183	0	2.6666667e-07
2020-01-02 21:00:00	0	0	100165.5	0.85	96.987	0.91565816	0	0
2020-01-02 21:10:00	0	0	100163.7	0.838	96.975	0.91228449	0	0
2020-01-02 21:20:00	0	0	100162	0.806	96.916	0.90891081	0	0
2020-01-02 21:30:00	0	0	100155.9	0.825	96.999	0.90553714	0.0014032	0
2020-01-02 21:40:00	0	0	100151.6	0.831	96.919	0.90216347	0	0
2020-01-02 21:50:00	0	0	100150.4	0.838	96.943	0.89878979	0	0
2020-01-02 22:00:00	0	0	100142.1	0.833	96.955	0.89541612	0	0
2020-01-02 22:10:00	0	0	100138.3	0.823	96.882	0.89204245	0	0
2020-01-02 22:20:00	0	0	100143.5	0.862	97.017	0.88866877	0	0
2020-01-02 22:30:00	0	0	100144	0.913	97.219	0.8852951	0	2.6666667e-07
2020-01-02 22:40:00	0	0	100133.5	0.923	97.283	0.88192142	0	0
2020-01-02 22:50:00	0	0	100127.6	0.995	97.537	0.87854775	0	0
2020-01-02 23:00:00	0	0	100117.4	0.99	97.324	0.87517408	0	0
2020-01-02 23:10:00	0	0	100106.2	0.996	97.257	0.8718004	0	0
2020-01-02 23:20:00	0	0	100105.1	1.02	97.454	0.86842673	0	0
2020-01-02 23:30:00	0	0	100103.5	1.049	97.607	0.86505306	0	0
2020-01-02 23:40:00	0	0	100099.3	1.063	97.526	0.86167938	0	0
2020-01-02 23:50:00	0	0	100096.8	1.119	97.598	0.85830571	0	0
2020-01-03 00:00:00	0	0	100093.6	1.151	97.614	0.85493204	0	0
2020-01-03 00:10:00	0	0	100077.7	1.145	97.648	0.85155836	0	1.3333333e-07
2020-01-03 00:20:00	0	0	100067.5	1.208	97.885	0.84818469	0	0
2020-01-03 00:30:00	0	0	100058.1	1.241	97.82	0.84481102	0	0
2020-01-03 00:40:00	0	0	100053.6	1.255	97.801	0.84143734	0	0
2020-01-03 00:50:00	0.0433666	0	100051.6	1.325	97.96	0.83806367	0	0
2020-01-03 01:00:00	1.233705	0	100035	1.385	98.026	0.83468999	0	0
2020-01-03 01:10:00	0	0	100021	1.406	98.043	0.83131632	0	0
2020-01-03 01:20:00	0	0	100027.8	1.475	98.109	0.82794265	0	2.6666667e-07
2020-01-03 01:30:00	0.2302916	0	100008.8	1.546	98.113	0.82456897	0	0
2020-01-03 01:40:00	0.0254218	0	99997	1.605	98.298	0.8211953	0	0
2020-01-03 01:50:00	1.6628848	0	99984.2	1.636	98.209	0.81782163	0	0
2020-01-03 02:00:00	0.5936738	0	99974	1.676	98.302	0.81444795	0	0
2020-01-03 02:10:00	0	0	99958.6	1.778	98.373	0.81107428	0	0
2020-01-03 02:20:00	0	0	99951.5	1.861	98.475	0.80770061	0	0
2020-01-03 02:30:00	0	0	99949.4	1.892	98.335	0.80432693	0	0
2020-01-03 02:40:00	0	0	99945.6	1.964	98.526	0.80095326	0	0
2020-01-03 02:50:00	0	0	99943.1	2.073	98.616	0.79757959	0	0
2020-01-03 03:00:00	0	0	99929.4	2.119	98.449	0.79420591	0	0
2020-01-03 03:10:00	0	0	99918.7	2.158	98.553	0.79083224	0	0
2020-01-03 03:20:00	0	0	99919	2.204	98.514	0.78745856	0	0
2020-01-03 03:30:00	0	0	99907.3	2.221	98.548	0.78408489	0	0
2020-01-03 03:40:00	0	0	99904.2	2.259	98.604	0.78071122	0	0
2020-01-03 03:50:00	0	0	99914.2	2.284	98.57	0.77733754	0	0
2020-01-03 04:00:00	0	0	99902.5	2.231	98.48	0.77396387	0	0
2020-01-03 04:10:00	0.6220864	0	99886.1	2.312	98.666	0.7705902	0	0
2020-01-03 04:20:00	2.7919118	0	99871.6	2.31	98.559	0.76721652	0	0
2020-01-03 04:30:00	2.3223562	0	99872	2.302	98.574	0.76384285	0	0
2020-01-03 04:40:00	0.657976	0	99872.4	2.335	98.616	0.76046918	0	0
2020-01-03 04:50:00	2.8517278	0	99863	2.294	98.439	0.7570955	0	0
2020-01-03 05:00:00	2.7978934	0	99856	2.315	98.606	0.75372183	0	0
2020-01-03 05:10:00	0.0388804	0	99852.9	2.333	98.535	0.75034815	0	0
2020-01-03 05:20:00	0	0	99847.4	2.344	98.506	0.74697448	0	0
2020-01-03 05:30:00	5.8963622	0	99839.7	2.899	98.968	0.74360081	0.434992	0
2020-01-03 05:40:00	6.714346	0	99841.3	4.15	94.245	0.74022713	0.6847616	0
2020-01-03 05:50:00	7.5951366	0	99831.8	4.149	92.961	0.73685346	0.1655776	0
2020-01-03 06:00:00	4.1183316	0	99836.6	4.42	91.299	0.73347979	0.1838192	0
2020-01-03 06:10:00	6.6874288	0	99826	4.485	92.183	0.73010611	0.4504272	0
2020-01-03 06:20:00	7.1151132	0	99811	4.908	89.548	0.72673244	0.3213328	0
2020-01-03 06:30:00	5.0260394	0	99806.1	3.637	94.265	0.72335877	0	0
2020-01-03 06:40:00	1.2322096	0	99804.9	3.347	96.556	0.71998509	0	0
2020-01-03 06:50:00	3.162771	0	99802	3.357	96.96	0.71661142	0	0
2020-01-03 07:00:00	0.3708592	0	99794.4	3.147	97.217	0.71323775	0	0
